"Stem","commR_13_20","n"
"science inquiri",53,1
"science learn",53,1
"computerize adaptive test",54,1
"educational gam",54,1
"student motiv",54,1
"target item",54,1
"target prob",54,1
"interpretable analysi",55,1
"knowledge trac",55,1
"self attent",55,1
"ecolog",56,2
"dyscalculia",57,1
"feature process",57,1
"learn",57,1
"pairwise clust",57,1
"predict",57,1
"educational virtual world",58,2
"affective learning companion",59,1
"multimodal data",59,1
"patient manikin",59,1
"psychomotor skills train",59,1
"retrospective summari",59,1
"individualized feedback",60,2
"automatic exercise gener",61,1
"blended learn",61,1
"domain model",61,1
"domain modul",61,1
"learning object",61,1
"natural language process",61,1
"programming tutor",61,1
"competence develop",62,1
"industry 4.0",62,1
"workplace learn",62,1
"at-risk stud",63,1
"educational recommender system",63,1
"error analysi",63,1
"interview",63,1
"learning analyt",63,1
"personalised learn",63,1
"behavioral engagement detect",64,1
"intelligent tutoring systems (its)",64,1
"learning analyt",64,1
"student engag",64,1
"automatic item gener",65,1
"automatic short answer grad",65,1
"code read",65,1
"computer-based exam",65,1
"cs1",65,1
"eip",65,1
"item model",65,1
"transpar",65,1
"natural language process",66,2
"affective backchannel",67,2
"communication strategi",67,2
"conversational ag",67,2
"willingness to communicate in l2",67,2
"big clam",68,1
"graph community detect",68,1
"learning materi",68,1
"linkage process",68,1
"word commun",68,1
"annotation studi",69,1
"constructive feedback",69,1
"counter-argu",69,1
"critical think",69,1
"crowdsourc",69,1
"fallaci",69,1
"argument",70,1
"causal cod",70,1
"causal rel",70,1
"conceptual cod",70,1
"exploratory essay",70,1
"instance selection strategi",70,1
"machine learn",70,1
"micro-averaged scor",70,1
"natural language infer",70,1
"natural language process",70,1
"nlp",70,1
"read",70,1
"knowledge structur",71,1
"relation extract",71,1
"temporal reason",71,1
"collaborative learn",72,1
"content analysi",72,1
"digital transform",72,1
"inquiry learn",72,1
"keyword extract",72,1
"learning resource recommend",72,1
"predictive model",72,1
"video analysi",72,1
"vocational educ",72,1
"adaptive learn",73,1
"diagnostic assess",73,1
"education technolog",73,1
"efficaci",73,1
"exploratory data analysi",73,1
"game-based learn",73,1
"mastery-based learn",73,1
"st math",73,1
"automated performance assess",74,1
"intelligent tutoring system",74,1
"it skill train",74,1
"troubleshooting skil",74,1
"automatic assess",75,1
"compet",75,1
"ontolog",75,1
"virtual commun",75,1
"dropout predict",76,1
"long short-term memori",76,1
"mooc",76,1
"user behavior",76,1
"augmented artwork",77,1
"distributed system",77,1
"enhanced discovery learn",77,1
"gesture-based interact",77,1
"informal learn",77,1
"museum exhibit",77,1
"adaptive learn",78,1
"behavioural clon",78,1
"deep learn",78,1
"forgetting curv",78,1
"homework select",78,1
"language learn",78,1
"neural network",78,1
"spaced repetit",78,1
"bayesian network",79,1
"bootstrap",79,1
"edm",79,1
"performance predict",79,1
"resampl",79,1
"automated assess",80,1
"procedural skil",80,1
"relaxed graph match",80,1
"bayesian network",81,1
"cognitive diagnosi",81,1
"deductive reasoning skil",81,1
"intelligent tutoring system (its)",81,1
"it",81,1
"prediction of learner skil",81,1
"reasoning skil",81,1
"dynamic commun",82,1
"intrinsic motiv",82,1
"teachable ag",82,1
"ai enabled tutor",83,1
"asl",83,1
"explainable ai",83,1
"item response theori",84,2
"student model",84,2
"affect chang",86,1
"affect st",86,1
"eda featur",86,1
"educational data min",86,1
"emotional clar",86,1
"sensor-fre",86,1
"speaking anxieti",86,1
"short answer grad",87,2
"similar",87,2
"adversarial attack",88,1
"automatic assess",88,1
"automatic question gener",88,1
"automatic short answer grad",88,1
"educ",88,1
"natural language gener",88,1
"self-attent",88,1
"short answer grad",88,1
"transfer learn",88,1
"investigative learn",90,1
"learning scenario",90,1
"lecture enhanc",90,1
"non-verbal behavior",90,1
"robot lectur",90,1
"scaffold",90,1
"web",90,1
"automated program analysi",91,1
"cluster",91,1
"intelligent tutoring system",91,1
"mooc",91,1
"program correct",91,1
"bayesian network",92,1
"content recommend",92,1
"educational cont",92,1
"learn object",92,1
"research prototyp",92,1
"artificial neural network",94,1
"felder-silverman learning style model",94,1
"identification of learning styl",94,1
"applied behavior analysi",95,1
"autism",95,1
"intelligent ag",95,1
"knowledge represent",95,1
"ontolog",95,1
"emot",96,1
"learning companion",96,1
"primary educ",96,1
"teaching program",96,1
"gamif",97,2
"automatic feedback",98,1
"selecting text inform",98,1
"self-regulation strategi",98,1
"task-oriented read",98,1
"activity-state model",99,1
"affective st",99,1
"collabor",99,1
"collaborative learn",99,1
"discourse cont",99,1
"feedback support",99,1
"group form",99,1
"group interact",99,1
"joint problem-solv",99,1
"learning activity select",99,1
"online group",99,1
"person",99,1
"shared-activity environ",99,1
"systematic review",99,1
"digital resourc",100,1
"personal learning environ",100,1
"relev",100,1
"user profil",100,1
"visual represent",100,1
"computer vis",101,1
"deep learn",101,1
"emotion recognit",101,1
"learner affect",101,1
"young children",101,1
"answer set program",102,1
"it",102,1
"problem gener",102,1
"abstract syntax tre",103,2
"error diagnosi",103,2
"bayesian diagnosis trac",104,1
"bayesian knowledge trac",104,1
"hidden markov model",104,1
"procedural misconcept",104,1
"item response theori",106,1
"learning analyt",106,1
"natural language process",106,1
"feedback",107,1
"hint",107,1
"neurosci",107,1
"decision support tool",108,1
"educational data min",108,1
"machine learn",108,1
"hmm",109,1
"irt",109,1
"learner knowledge assess",109,1
"learning path",109,1
"pca",109,1
"automatic item gener",110,1
"bayesian network",110,1
"cognitive graph",110,1
"learning outcom",110,1
"power electron",110,1
"educational data min",111,1
"learning behavior",111,1
"test prepar",111,1
"ai",112,1
"educ",112,1
"retrain",112,1
"adaptation of resourc",113,1
"collaborative learn",113,1
"software ag",113,1
"virtual learning environ",113,1
"automatic quality evalu",114,1
"multiple choice quest",114,1
"natural language process",114,1
"production of educational materi",114,1
"adaptive train",115,1
"assess",115,1
"instructor-mediated design",115,1
"constructiv",116,1
"interaction diagram",116,1
"pedagogical ag",116,1
"artificial intellig",117,1
"educ",117,1
"ethic",117,1
"sense of ag",117,1
"train",117,1
"adaptive tutor",118,1
"informal learn",118,1
"ipad",118,1
"cognitive model",119,1
"interpret",119,1
"item response theori",119,1
"neural network",119,1
"automatic evalu",120,1
"classif",120,1
"cluster",120,1
"mooc",120,1
"program",120,1
"knowledge space theori",121,2
"autism",122,2
"children",122,2
"design",122,2
"discrep",122,2
"evalu",122,2
"hci",122,2
"initi",122,2
"learn",122,2
"social commun",122,2
"virtual environ",122,2
"educational data min",123,1
"generic user model",123,1
"intelligent tutoring system",123,1
"student model",123,1
"user model",123,1
"compilation error",124,1
"introductory program",124,1
"multi-label learn",124,1
"program repair",124,1
"structured predict",124,1
"author identif",125,1
"clustering algorithm",125,1
"intelligent tutoring system",125,1
"student track",125,1
"transcript analysi",125,1
"unsupervised learn",125,1
"adapt",127,1
"fuzzy log",127,1
"intelligent tutoring system",127,1
"language learn",127,1
"machine learn",127,1
"person",127,1
"attent",128,1
"g2p",128,1
"phonics instruct",128,1
"lectur",129,2
"automated deduct",131,1
"axiomatic approach",131,1
"constraint handling rules (chr)",131,1
"first order log",131,1
"formal domain",131,1
"pattern match",131,1
"comments data min",132,1
"prediction model",132,1
"topic model",132,1
"educational data min",133,1
"learning analyt",133,1
"predict",133,1
"cultural clust",134,1
"educational data mining (edm)",134,1
"educational process mining (epm)",134,1
"learning design",134,1
"massive open online cours",134,1
"additive factor model",135,1
"attrition bia",135,1
"learning curv",135,1
"active learning for classif",136,1
"automated test",136,1
"student program",136,1
"symbolic execut",136,1
"audience participation tool",137,1
"cluster",137,1
"students’ particip",137,1
"adaptive script",138,1
"knowledge represent",138,1
"serious gam",138,1
"virtual r",138,1
"cognitive engag",139,1
"doc2vec",139,1
"machine learn",139,1
"nlp",139,1
"online discussion forum",139,1
"svm",139,1
"text min",139,1
"game-based learn",140,1
"personalized learn",140,1
"psychometr",140,1
"scalable learning analyt",140,1
"score predict",140,1
"concept map",141,1
"educational question answ",141,1
"nlp",141,1
"area under curv",142,1
"computer support cooperative work",142,1
"machine learning techniqu",142,1
"maximum entropi",142,1
"sentiment analysi",142,1
"intelligent tutoring system",143,3
"ethic",144,1
"gdpr",144,1
"trust",144,1
"embodied conversational ag",145,1
"genetic counsel",145,1
"genetic risk commun",145,1
"health literaci",145,1
"health numeraci",145,1
"intelligent tutoring system",145,1
"pedagogical ag",145,1
"behavioral log",146,1
"early warning system",146,1
"grade predict",146,1
"incoming profil",146,1
"mixed effect model",146,1
"artificial intellig",147,1
"first order log",147,1
"intelligent tutoring system",147,1
"pedagogical model",147,1
"student model",147,1
"automated mark",148,1
"blind search algorithm",148,1
"e-assess",148,1
"web-based e-learning system",148,1
"educational gam",149,1
"intelligent tutor",149,1
"penalti",149,1
"serious gam",149,1
"automated evalu",150,1
"course evalu",150,1
"cs1",150,1
"mooc",150,1
"natural language process",150,1
"sentiment analysi",150,1
"student evaluation of teach",150,1
"female stud",151,1
"human tutor",151,1
"male stud",151,1
"state sequ",151,1
"tutoring dialogu",151,1
"abstract syntax tre",152,1
"exercise system",152,1
"intelligent tutor system",152,1
"programming defect",152,1
"static case bas",152,1
"game-based learn",154,1
"reading comprehens",154,1
"situational interest",154,1
"adaptive learn",155,1
"efficaci",155,1
"mastery learn",155,1
"error record",156,1
"intelligent tutor system",156,1
"learn computer program",156,1
"previous research work",156,1
"similarity graph",156,1
"anim",157,1
"computer graph",157,1
"lexical conceptual structur",157,1
"natural language process",157,1
"opennlp",157,1
"unity 3d",157,1
"vendler verb class",157,1
"adoption-based research",158,1
"innov",158,1
"technology transit",158,1
"bert classification algorithm",159,1
"confus",159,1
"dynamic graph",159,1
"gated recurrent unit (gru)",159,1
"knowledge trac",159,1
"massive open online courses (moocs)",159,1
"node classif",159,1
"prerequisite based ontolog",159,1
"recommend",159,1
"text classif",159,1
"early dropout predict",160,1
"educational data min",160,1
"iterative logistic regress",160,1
"importance sampl",161,1
"massive open online cours",161,1
"multitask learn",161,1
"prediction problem",161,1
"transfer learn",161,1
"intelligent tutoring system",162,1
"php",162,1
"program analysi",162,1
"affective st",163,1
"id3",163,1
"intelligent tutor system",163,1
"learn",163,1
"sax",163,1
"time seri",163,1
"deep knowledge trac",164,2
"funtoot",164,2
"cognitive load",165,1
"eye track",165,1
"program comprehens",165,1
"engag",166,1
"log trac",166,1
"perform",166,1
"intelligent tutoring system",168,1
"reading recommender system",168,1
"text content complex",168,1
"text min",168,1
"adaptive tutor",169,2
"assess",170,1
"automated short answer grad",170,1
"bert",170,1
"inter-rater reli",170,1
"natural language process",170,1
"abstract",171,1
"categor",171,1
"conceptual think",171,1
"development of cognit",171,1
"general",171,1
"incept",171,1
"neural ai",171,1
"bay",172,1
"context model",172,1
"individu",172,1
"open learner model",172,1
"person",172,1
"bayesian knowledge trac",173,1
"change-point detect",173,1
"cusum",173,1
"heurist",173,1
"learner model",173,1
"mastery learn",173,1
"n-ccr",173,1
"augmented r",174,1
"digital storytel",174,1
"mixed r",174,1
"museum visit",174,1
"pervasive gam",174,1
"artificial intellig",175,1
"e-learn",175,1
"knowledge discoveri",175,1
"knowledge representation and reason",175,1
"recommender system",175,1
"college course classif",176,1
"deep learn",176,1
"seq2seq",176,1
"educational argumentation system",178,1
"genetics educ",178,1
"deep learn",179,1
"deep neural network",179,1
"e-learn",179,1
"new data augmentation method",179,1
"automatic item gener",180,1
"computer adaptive test",180,1
"item model",180,1
"mathematics assess",180,1
"affective comput",181,1
"learning companion",181,1
"math problem solv",181,1
"educational data min",182,1
"embedded experi",182,1
"mammographi",182,1
"practical ultra portable tutoring systems(pupits)",182,1
"tutorial dialog",182,1
"deep learn",183,1
"educational data min",183,1
"recommender system",183,1
"study plan",183,1
"block-based program",184,1
"educational data min",184,1
"introductory program",184,1
"machine learn",184,1
"novice programm",184,1
"collabor",185,1
"exploratory learn",185,1
"hands-on",185,1
"learning analyt",185,1
"open-end",185,1
"physical computing kit",185,1
"respons",185,1
"social",185,1
"support",185,1
"augmented eth",999,1
"augmented intellig",999,1
"bayesian network",999,1
"collaborative filtering method",999,1
"educational gam",999,1
"ethic",999,1
"fate",999,1
"game-based learn",999,1
"gamif",999,1
"kahoot!",999,1
"learner model",999,1
"machine learn",999,1
"mastery learn",999,1
"predict",999,1
"recommender system",999,1
"student model",999,1
"student perform",999,1
"teacher perspect",999,1
"uncertainti",999,1
