Article,Year
Auto-Sending Messages in an Intelligent Orchestration System: A Pilot Study,2019
Adaptive Learning Material Recommendation in Online Language Education,2019
Deep Knowledge Tracing with Side Information,2019
Analysis of Holistic Interactions Between Lecturers and Students in Lectures,2019
Take the Initiative: Mixed Initiative Dialogue Policies for Pedagogical Agents in Game-Based Learning Environments,2019
Investigating on Discussion for Sharing Understanding by Using Reciprocal Kit-Build Concept Map,2019
What Inquiry with Virtual Labs Can Learn from Productive Failure: A Theory-Driven Study of Students’ Reflections,2019
Detection of Collaboration: Relationship Between Log and Speech-Based Classification,2019
An Intelligent Tutoring System and Teacher Dashboard to Support Mathematizing During Science Inquiry,2019
Towards Adaptive Hour of Code,2019
Leaving No One Behind: Educating Those Most Impacted by Artificial Intelligence,2019
Modeling Students’ Behavior Using Sequential Patterns to Predict Their Performance,2019
Personalization in OELEs: Developing a Data-Driven Framework to Model and Scaffold SRL Processes,2019
Analyzing Engagement in an On-Line Session,2019
A Machine Learning Grading System Using Chatbots,2019
Evidence-Based Recommendation for Content Improvement Using Reinforcement Learning,2019
A Virtual Counselor for Genetic Risk Communication,2019
The Role of Achievement Goal Orientation on Metacognitive Process Use in Game-Based Learning,2019
A Multimodal Alerting System for Online Class Quality Assurance,2019
Leveraging Cognitive Science and Artificial Intelligence to Save Lives,2019
A Task-Oriented Dialogue System for Moral Education,2019
Leveraging Student Self-reports to Predict Learning Outcomes,2019
Toward a Scalable Learning Analytics Solution,2019
Motivating Students to Ask More Questions,2019
Towards Helping Teachers Select Optimal Content for Students,2019
Autoencoders for Educational Assessment,2019
The Value of Multimodal Data in Classification of Social and Emotional Aspects of Tutoring,2019
Making Sense of Student Success and Risk Through Unsupervised Machine Learning and Interactive Storytelling,2020
Using Motion Sensors to Understand Collaborative Interactions in Digital Fabrication Labs,2020
Student Dropout Prediction,2020
Real-Time Multimodal Feedback with the CPR Tutor,2020
Impact of Methodological Choices on the Evaluation of Student Models,2020
Investigating Visitor Engagement in Interactive Science Museum Exhibits with Multimodal Bayesian Hierarchical Models,2020
Fooling Automatic Short Answer Grading Systems,2020
Using Neural Tensor Networks for Open Ended Short Answer Assessment,2020
The Sound of Inattention: Predicting Mind Wandering with Automatically Derived Features of Instructor Speech,2020
To Tailor or Not to Tailor Gamification? An Analysis of the Impact of Tailored Game Elements on Learners’ Behaviours and Motivation,2020
Improving Affect Detection in Game-Based Learning with Multimodal Data Fusion,2020
Strategies for Deploying Unreliable AI Graders in High-Transparency High-Stakes Exams,2020
A Conceptual Framework for Human–AI Hybrid Adaptivity in Education,2020
Exploring How Gender and Enjoyment Impact Learning in a Digital Learning Game,2020
Neural Multi-task Learning for Teacher Question Detection in Online Classrooms,2020
A Data-Driven Student Model to Provide Adaptive Support During Video Watching Across MOOCs,2020
Transfer of Automated Performance Feedback Models to Different Specimens in Virtual Reality Temporal Bone Surgery,2020
Use of Adaptive Feedback in an App for English Language Spontaneous Speech,2020
Impact of Conversational Formality on the Quality and Formality of Written Summaries,2020
"LIWCs the Same, Not the Same: Gendered Linguistic Signals of Performance and Experience in Online STEM Courses",2020
SoundHunters: Increasing Learner Phonological Awareness in Plains Cree,2020
Moodoo: Indoor Positioning Analytics for Characterising Classroom Teaching,2020
AI Enabled Tutor for Accessible Training,2020
DETECT: A Hierarchical Clustering Algorithm for Behavioural Trends in Temporal Educational Data,2020
Effect of Non-mandatory Use of an Intelligent Tutoring System on Students’ Learning,2020
Evaluating Crowdsourcing and Topic Modeling in Generating Knowledge Components from Explanations,2020
Modeling the Relationships Between Basic and Achievement Emotions in Computer-Based Learning Environments,2020
Analysis of Task Difficulty Sequences in a Simulation-Based POE Environment,2020
Affective Sequences and Student Actions Within Reasoning Mind,2020
Helping Teachers Help Their Students: A Human-AI Hybrid Approach,2020
Comprehensive Views of Math Learners: A Case for Modeling and Supporting Non-math Factors in Adaptive Math Software,2020
Exploring the Impact of Simple Explanations and Agency on Batch Deep Reinforcement Learning Induced Pedagogical Policies,2020
Recommending Insightful Drill-Downs Based on Learning Processes for Learning Analytics Dashboards,2020
Introducing a Framework to Assess Newly Created Questions with Natural Language Processing,2020
Using Thinkalouds to Understand Rule Learning and Cognitive Control Mechanisms Within an Intelligent Tutoring System,2020
Remember the Facts? Investigating Answer-Aware Neural Question Generation for Text Comprehension,2020
Raising Teachers Empowerment in Gamification Design of Adaptive Learning Systems: A Qualitative Research,2020
Far from Success – Far from Feedback Acceptance? The Influence of Game Performance on Young Students’ Willingness to Accept Critical Constructive Feedback During Play,2020
Robust Neural Automated Essay Scoring Using Item Response Theory,2020
Supporting Teacher Assessment in Chinese Language Learning Using Textual and Tonal Features,2020
Early Detection of Wheel-Spinning in ASSISTments,2020
Investigating Differential Error Types Between Human and Simulated Learners,2020
"Studying the Interactions Between Science, Engineering, and Computational Thinking in a Learning-by-Modeling Environment",2020
Exploring Automated Question Answering Methods for Teaching Assistance,2020
Detecting Off-Task Behavior from Student Dialogue in Game-Based Collaborative Learning,2020
Correction to: SoundHunters: Increasing Learner Phonological Awareness in Plains Cree,2020
Automated Analysis of Middle School Students’ Written Reflections During Game-Based Learning,2020
Can Ontologies Support the Gamification of Scripted Collaborative Learning Sessions?,2020
Predicting Gaps in Usage in a Phone-Based Literacy Intervention System,2020
MACER: A Modular Framework for Accelerated Compilation Error Repair,2020
Modelling Learners in Crowdsourcing Educational Systems,2020
BERT and Prerequisite Based Ontology for Predicting Learner’s Confusion in MOOCs Discussion Forums,2020
Identification of Students’ Need Deficiency Through a Dialogue System,2020
The Double-Edged Sword of Automating Personalized Interventions in Makerspaces: An Exploratory Study of Potential Benefits and Drawbacks,2020
EdNet: A Large-Scale Hierarchical Dataset in Education,2020
Exploring Automatic Short Answer Grading as a Tool to Assist in Human Rating,2020
Multi-document Cohesion Network Analysis: Visualizing Intratextual and Intertextual Links,2020
Mastery Learning Heuristics and Their Hidden Models,2020
Towards Practical Detection of Unproductive Struggle,2020
What Happens When Gamification Ends?,2020
Using Eye-Tracking and Click-Stream Data to Design Adaptive Training of Children’s Inhibitory Control in a Maths and Science Game,2020
Interactive Pedagogical Agents for Learning Sequence Diagrams,2020
Prediction of Group Learning Results from an Aggregation of Individual Understanding with Kit-Build Concept Map,2020
Automatic Classification for Cognitive Engagement in Online Discussion Forums: Text Mining and Machine Learning Approach,2020
Explaining Errors in Predictions of At-Risk Students in Distance Learning Education,2020
A General Multi-method Approach to Design-Loop Adaptivity in Intelligent Tutoring Systems,2020
Towards Improving Sample Representativeness of Teachers on Online Social Media: A Case Study on Pinterest,2020
A Framework for Exploring the Impact of Tutor Practices on Learner Self-regulation in Online Environments,2020
Automated Personalized Feedback Improves Learning Gains in An Intelligent Tutoring System,2020
Allowing Revisions While Providing Error-Flagging Support: Is More Better?,2020
Learner-Context Modelling: A Bayesian Approach,2020
Distinguishing Anxiety Subtypes of English Language Learners Towards Augmented Emotional Clarity,2020
A Socratic Tutor for Source Code Comprehension,2020
Siamese Neural Networks for Class Activity Detection,2020
Deep-Cross-Attention Recommendation Model for Knowledge Sharing Micro Learning Service,2020
Investigating the Role of Politeness in Human-Human Online Tutoring,2020
Raising Academic Performance in Socio-cognitive Conflict Learning Through Gamification,2020
Towards Interpretable Deep Learning Models for Knowledge Tracing,2020
Early Prediction of Success in MOOC from Video Interaction Features,2020
Predicting Reading Comprehension from Constructed Responses: Explanatory Retrievals as Stealth Assessment,2020
An Approach to Model Children’s Inhibition During Early Literacy and Numeracy Acquisition,2020
Confrustion and Gaming While Learning with Erroneous Examples in a Decimals Game,2020
Learning Outcomes and Their Relatedness Under Curriculum Drift,2020
Scientific Modeling Using Large Scale Knowledge,2020
Promoting Learning and Satisfaction of Children When Interacting with an Emotional Companion to Program,2020
Automatic Grading System Using Sentence-BERT Network,2020
Extended Multi-document Cohesion Network Analysis Centered on Comprehension Prediction,2020
Supporting Empathy Training Through Virtual Patients,2020
Generating Game Levels to Develop Computer Science Competencies in Game-Based Learning Environments,2020
An Evaluation of Data-Driven Programming Hints in a Classroom Setting,2020
Deep Knowledge Tracing with Transformers,2020
Relationships Between Body Postures and Collaborative Learning States in an Augmented Reality Study,2020
Effect of Immediate Feedback on Math Achievement at the High School Level,2020
Automated Prediction of Novice Programmer Performance Using Programming Trajectories,2020
Examining Students’ Intrinsic Cognitive Load During Program Comprehension – An Eye Tracking Approach,2020
Agent-in-the-Loop: Conversational Agent Support in Service of Reflection for Learning During Collaborative Programming,2020
Toward an Automatic Speech Classifier for the Teacher,2020
Constructing Automated Revision Graphs: A Novel Visualization Technique to Study Student Writing,2020
"When Lying, Hiding and Deceiving Promotes Learning - A Case for Augmented Intelligence with Augmented Ethics",2020
Understanding Collaborative Question Posing During Computational Modeling in Science,2020
Machine Learning and Student Performance in Teams,2020
Scanpath Analysis of Student Attention During Problem Solving with Worked Examples,2020
Helping Teachers Assist Their Students in Gamified Adaptive Educational Systems: Towards a Gamification Analytics Tool,2020
"Understanding Rapport over Multiple Sessions with a Social, Teachable Robot",2020
Exercise Hierarchical Feature Enhanced Knowledge Tracing,2020
Sequence-to-Sequence Models for Automated Text Simplification,2020
Relationships Between Math Performance and Human Judgments of Motivational Constructs in an Online Math Tutoring System,2020
Automated Short-Answer Grading Using Deep Neural Networks and Item Response Theory,2020
Automatic Dialogic Instruction Detection for K-12 Online One-on-One Classes,2020
Exploring the Role of Perspective Taking in Educational Child-Robot Interaction,2020
"Evaluating Student Learning in a Synchronous, Collaborative Programming Environment Through Log-Based Analysis of Projects",2020
Adaptive Forgetting Curves for Spaced Repetition Language Learning,2020
Learning from Interpretable Analysis: Attention-Based Knowledge Tracing,2020
Identifying Beneficial Learning Behaviors from Large-Scale Interaction Data,2020
A Gamified Solution to the Cold-Start Problem of Intelligent Tutoring System,2020
Bridging Over from Learning Videos to Learning Resources Through Automatic Keyword Extraction,2020
The Potential for the Use of Deep Neural Networks in e-Learning Student Evaluation with New Data Augmentation Method,2020
"A Large-Scale, Open-Domain, Mixed-Interface Dialogue-Based ITS for STEM",2020
Contingent Scaffolding for System Safety Analysis,2020
The Exploration of Feeling of Difficulty Using Eye-Tracking and Skin Conductance Response,2020
Sense of Agency in Times of Automation: A Teachers’ Professional Development Proposal on the Ethical Challenges of AI Applied to Education,2020
Improving Students’ Problem-Solving Flexibility in Non-routine Mathematics,2020
Investigating Transformers for Automatic Short Answer Grading,2020
Predicting Learners Need for Recommendation Using Dynamic Graph-Based Knowledge Tracing,2020
Is a Dialogue-Based Tutoring System that Emulates Helpful Co-constructed Relations During Human Tutoring Effective?,2015
Predicting Comprehension from Students’ Summaries,2015
Learning Bayesian Networks for Student Modeling,2015
Tutorial Dialogue Modes in a Large Corpus of Online Tutoring Transcripts,2015
Data-Driven Worked Examples Improve Retention and Completion in a Logic Tutor,2015
Improving Engagement in an E-Learning Environment,2015
Using Eye Tracking to Identify Learner Differences in Example Processing,2015
"The Design Rationale of Logic-Muse, an ITS for Logical Reasoning in Multiple Contexts",2015
Evaluating the Effectiveness of Integrating Natural Language Tutoring into an Existing Adaptive Learning System,2015
Adapting Collaboration Dialogue in Response to Intelligent Tutoring System Feedback,2015
The Role of Student Choice Within Adaptive Tutoring,2015
Identifying Affective Trajectories in Relation to Learning Gains During the Interaction with a Tutoring System,2015
A Tutorial Dialogue System for Real-Time Evaluation of Unsupervised Dialogue Act Classifiers: Exploring System Outcomes,2015
A Predictive Model of Learning Gains for a Video and Exercise Intensive Learning Environment,2015
Integrating Learning Progressions in Unsupervised After-School Online Intelligent Tutoring,2015
When More Intelligent Tutoring in the Form of Buggy Messages Does not Help,2015
Supporting Students’ Interactions over Case Studies,2015
A Framework for Automated Generation of Questions Based on First-Order Logic,2015
Fine-Grained Analyses of Interpersonal Processes and Their Effect on Learning,2015
Promoting Metacognitive Awareness within a Game-Based Intelligent Tutoring System,2015
Student Performance Estimation Based on Topic Models Considering a Range of Lessons,2015
Towards a Model of How Learners Process Feedback,2015
Item Response Model with Lower Order Parameters for Peer Assessment,2015
Positive Impact of Collaborative Chat Participation in an edX MOOC,2015
Selection Task and Computer-Based Feedback to Improve the Searching Process in Task-Oriented Reading Situations,2015
Personalized Expert Skeleton Scaffolding in Concept Map Construction,2015
Using Eye Gaze Data to Explore Student Interactions with Tutorial Dialogues in a Substep-Based Tutor,2015
UML-IT: An ITS to Teach Multiple Modelling Tasks,2015
Virtual Teams in Massive Open Online Courses,2015
Promoting Self-regulated Learning in an Intelligent Tutoring System for Writing,2015
Exploring Missing Behaviors with Region-Level Interaction Network Coverage,2015
"Educational Technologies to Support Linguistically Diverse Students, and the Challenges of Classroom Integration",2015
Developing Self-regulated Learners Through an Intelligent Tutoring System,2015
Building Compiler-Student Friendship,2015
Who Needs Help? Automating Student Assessment Within Exploratory Learning Environments,2015
Toward Combining Individual and Collaborative Learning Within an Intelligent Tutoring System,2015
Motivating Learning in the Age of the Adaptive Tutor,2015
Creating Data-Driven Feedback for Novices in Goal-Driven Programming Projects,2015
Towards Multimodal Affective Detection in Educational Systems Through Mining Emotional Data Sources,2015
Promoting Metacognition Within a Game-Based Environment,2015
Negotiation-Driven Learning: A New Perspective of Learning Using Negotiation,2015
Supporting K-5 Learners with Dialogue Systems,2015
Sharing Student Models That Use Machine Learning,2015
Moody Agents: Affect and Discourse During Learning in a Serious Game,2015
Examining the Predictive Relationship Between Personality and Emotion Traits and Learners’ Agent-Direct Emotions,2015
Evaluating Human and Automated Generation of Distractors for Diagnostic Multiple-Choice Cloze Questions to Assess Children’s Reading Comprehension,2015
Machine Learning for Holistic Evaluation of Scientific Essays,2015
Learning to Diagnose a Virtual Patient: an Investigation of Cognitive Errors in Medical Problem Solving,2015
Studying Student Use of Self-Regulated Learning Tools in an Open-Ended Learning Environment,2015
Educational Question Answering Motivated by Question-Specific Concept Maps,2015
Situated Pedagogical Authoring: Authoring Intelligent Tutors from a Student’s Perspective,2015
Two Modes are Better Than One: a Multimodal Assessment Framework Integrating Student Writing and Drawing,2015
To Resolve or not to Resolve? that is the Big Question About Confusion,2015
Motivational Design in an Intelligent Tutoring System that Helps Students Make Good Task Selection Decisions,2015
SNS Messages Recommendation for Learning Motivation,2015
How Spacing and Variable Retrieval Practice Affect the Learning of Statistics Concepts,2015
Leveraging Multiple Views of Text for Automatic Question Generation,2015
Mind Wandering During Learning with an Intelligent Tutoring System,2015
DeepStealth: Leveraging Deep Learning Models for Stealth Assessment in Game-Based Learning Environments,2015
Learning Mental Models of Human Cognitive Processing by Creating Cognitive Models,2015
A Study of Automatic Speech Recognition in Noisy Classroom Environments for Automated Dialog Analysis,2015
A Player Model for Adaptive Gamification in Learning Environments,2015
Exploring the Impact of a Learning Dashboard on Student Affect,2015
Cognitive Tutor Use in Chile: Understanding Classroom and Lab Culture,2015
TARLAN: a Simulation Game to Improve Social Problem-Solving Skills of ADHD Children,2015
Blocking Vs. Interleaving: Examining Single-Session Effects Within Middle School Math Homework,2015
Impact of Adaptive Educational System Behaviour on Student Motivation,2015
Understanding Student Success in Chemistry Using Gaze Tracking and Pupillometry,2015
AttentiveLearner: Improving Mobile MOOC Learning via Implicit Heart Rate Tracking,2015
Distractor Quality Evaluation in Multiple Choice Questions,2015
Interpreting Freeform Equation Solving,2015
Teachable Agents with Intrinsic Motivation,2015
ITS Support for Conceptual and Perceptual Connection Making Between Multiple Graphical Representations,2015
Discovering Individual and Collaborative Problem-Solving Modes with Hidden Markov Models,2015
Improving Student Problem Solving in Narrative-Centered Learning Environments: a Modular Reinforcement Learning Framework,2015
Filtering of Spontaneous and Low Intensity Emotions in Educational Contexts,2015
Contextual Recommendation of Educational Contents,2015
Coherence Over Time: Understanding Day-to-Day Changes in Students’ Open-Ended Problem Solving Behaviors,2015
From Learning Companions to Testing Companions,2015
Negotiation-Driven Learning,2015
From Heterogeneous Multisource Traces to Perceptual-Gestural Sequences: the PeTra Treatment Approach,2015
Probability Based Scaffolding System with Fading,2015
Temporal Generalizability of Face-Based Affect Detection in Noisy Classroom Environments,2015
Understanding Students’ Use of Code-Switching in a Learning by Teaching Technology,2015
Improving Learning Maps Using an Adaptive Testing System: PLACEments,2015
Domain Module Building From Textbooks: Integrating Automatic Exercise Generation,2015
The Beginning of a Beautiful Friendship? Intelligent Tutoring Systems and MOOCs,2015
Predicting Misalignment Between Teachers’ and Students’ Essay Scores Using Natural Language Processing Tools,2015
Am I Wrong or Am I Right? Gains in Monitoring Accuracy in an Intelligent Tutoring System for Writing,2015
Predicting Students’ Emotions Using Machine Learning Techniques,2015
Using Artificial Neural Networks to Identify Learning Styles,2015
Measuring Argumentation Skills with Game-Based Assessments: Evidence for Incremental Validity and Learning,2015
Student Performance Prediction Using Collaborative Filtering Methods,2015
Transfer Learning for Predictive Models in Massive Open Online Courses,2015
Steps Towards the Gamification of Collaborative Learning Scenarios Supported by Ontologies,2015
Towards the Development of the Invention Coach: a Naturalistic Study of Teacher Guidance for an Exploratory Learning Task,2015
Adaptive Representation of Digital Resources Search Results in Personal Learning Environment,2015
Towards Investigating Performance Differences in Clinical Reasoning in a Technology Rich Learning Environment,2015
"Emotional, Epistemic, and Neutral Feedback in AutoTutor Trialogues to Improve Reading Comprehension",2015
Comparison of Expert Tutors Through Syntactic Analysis of Transcripts,2015
Exploring Through Simulation an Instructional Planner for Dynamic Open-Ended Learning Environments,2015
Modeling Self-Efficacy Across Age Groups with Automatically Tracked Facial Expression,2015
Adapting Feedback Types According to Students’ Affective States,2015
Can Young People with Autism Spectrum Disorder Benefit From an Open Learner Model?,2015
Mind the Gap: Improving Gender Equity in Game-Based Learning Environments with Learning Companions,2015
Affect Matters: Exploring the Impact of Feedback During Mathematical Tasks in an Exploratory Environment,2015
How Do Learners Behave in Help-Seeking When Given a Choice?,2015
Modeling Children’s Pedestrian Safety Skills in an Intelligent Virtual Reality Learning Environment,2015
Measuring Misconceptions Through Item Response Theory,2015
No Child Behind nor Singled out? – Adaptive Instruction Combined with Inclusive Pedagogy in Early Math Software,2015
An Integrated Emotion-Aware Framework for Intelligent Tutoring Systems,2015
Purpose and Level of Feedback in an Exploratory Learning Environment for Fractions,2015
Off the Beaten Path: The Impact of Adaptive Content Sequencing on Student Navigation in an Open Social Student Modeling Interface,2015
Alleviating the Negative Effect of Up and Downvoting on Help Seeking in MOOC Discussion Forums,2015
Challenges of Using Observational Data to Determine the Importance of Example Usage,2015
Comparing Representations for Learner Models in Interactive Simulations,2015
Clique Algorithm to Minimize Item Exposure for Uniform Test Forms Assembly,2015
Game Features and Individual Differences: Interactive Effects on Motivation and Performance,2015
Gamification of Online Learning,2015
Examining the Relationship Between Performance Feedback and Emotions in Diagnostic Reasoning: Toward a Predictive Framework for Emotional Support,2015
"Learning, Moment-by-Moment and Over the Long Term",2015
When Is It Helpful to Restate Student Responses Within a Tutorial Dialogue System?,2015
Quality of LOD Based Semantically Generated Questions,2015
New Opportunities with Open Learner Models and Visual Learning Analytics,2015
The Relationship Between Working Memory Capacity and Students’ Behaviour in a Teachable Agent-Based Software,2015
Lesson Discovery Support Based on Generalization of Historical Events,2015
Games are Better than Books: In-Situ Comparison of an Interactive Job Interview Game with Conventional Training,2015
Predicting Student Performance from Multiple Data Sources,2015
Automated Generation of Self-Explanation Questions in Worked Examples in a Model-Based Tutor,2015
First Evaluation of the Physics Instantiation of a Problem-Solving-Based Online Learning Platform,2015
FARMA-ALG: An Application for Error Mediation in Computer Programming Skill Acquisition,2015
The Role of Peer Agent’s Learning Competency in Trialogue-Based Reading Intelligent Systems,2015
Teaching a Complex Process: Insertion in Red Black Trees,2015
"Learner-Adaptive Pedagogical Model in SIAL, an Open-Ended Intelligent Tutoring System for First Order Logic",2015
Predictive Knowledge Modeling in Collaborative Inquiry Learning Scenarios,2015
Worked Examples are More Efficient for Learning than High-Assistance Instructional Software,2015
Domain Model for Adaptive Blended Courses on Basic Programming,2015
An Adaptive Coach for Invention Activities,2017
Personalized Tag-Based Knowledge Diagnosis to Predict the Quality of Answers in a Community of Learners,2017
iSTART-ALL: Confronting Adult Low Literacy with Intelligent Tutoring for Reading Comprehension,2017
Adapting Step Granularity in Tutorial Dialogue Based on Pretest Scores,2017
The Impact of Student Individual Differences and Visual Attention to Pedagogical Agents During Learning with MetaTutor,2017
Automatic Extraction of AST Patterns for Debugging Student Programs,2017
Dusting Off the Messy Middle: Assessing Students’ Inquiry Skills Through Doing and Writing,2017
Impact of Pedagogical Agents’ Conversational Formality on Learning and Engagement,2017
iSTART Therefore I Understand: But Metacognitive Supports Did not Enhance Comprehension Gains,2017
Inducing Stealth Assessors from Game Interaction Data,2017
Supporting Constructive Video-Based Learning: Requirements Elicitation from Exploratory Studies,2017
Evaluating the Effect of Uncertainty Visualisation in Open Learner Models on Students’ Metacognitive Skills,2017
Affect Dynamics in Military Trainees Using vMedic: From Engaged Concentration to Boredom to Confusion,2017
