"Article","Year","Author"
"Assessing the fairness of graduation predictions",2019,"Anderson__H"
"Early detection of wheel spinning: Comparison across tutors, models, features, and operationalizations",2019,"Zhang__C"
"A better cold-start for early prediction of student at-risk status in new school districts",2019,"Coleman__C"
"Concept-aware deep knowledge tracing and exercise recommendation in an online learning system",2019,"Ai__F"
"Deep hierarchical knowledge tracing",2019,"Wang__T"
"Predicting student dropout in higher education based on previous exam results",2019,"Askinadze__A"
"Content-based course recommender system for liberal arts education",2019,"Morsomme__R"
"Identifying bias and underlying knowledge structures in Brazilian National exam of students performance",2019,"Oliveira__M.S"
"Affective state prediction in a mobile setting using wearable biometric sensors and stylus",2019,"Wampfler__R"
"Utterance-level modeling of indicators of engaging classroom discourse",2019,"Stone__C"
"Hǎo Fāyīn: Developing automated audio assessment tools for a Chinese language course",2019,"Varatharaj__A"
"Staying in the zone: Sequencing content in classrooms based on the zone of proximal development",2019,"Vainas__O"
"A human-machine hybrid peer grading framework for SPOCs",2019,"Han__Y"
"Collaborative problem-solving process in a science serious game: Exploring group action similarity trajectory",2019,"Kang__J"
"Identifying critical pedagogical decisions through adversarial deep reinforcement learning",2019,"Ju__S"
"Modeling student performance and disengagement using decomposition of response time data",2019,"Unal__D.S."
"Measuring students' thermal comfort and its impact on learning",2019,"Jiang__H"
"Measuring item teaching value in an online learning environment",2019,"Harmon__J"
"Deep-IRT: Make deep learning based knowledge tracing explainable using item response theory",2019,"Yeung__C.-K."
"Tutorial proposal: Designing and developing open, pedagogically-based predictive models using the moodle analytics API",2019,"Dalton__E"
"Sharing and reusing data and analytic methods with LearnSphere",2019,"Koedinger__K"
"Implicit and explicit emotions in MOOCs",2019,"Syed__M"
"Grading emails and generating feedback",2019,"Unnam__A"
"Mining university registrar records to predict first-year undergraduate attrition",2019,"Aulck__L"
"Incorporating prior practice difficulty into performance factors analysis to model Mandarin tone learning",2019,"Cao__M"
"A comparative analysis of emotional words for learning effectiveness in online education",2019,"Jo__J"
"Improving peer assessment accuracy by incorporating relative peer grades",2019,"Wang__T"
"Characterising students' writing processes using temporal keystroke analysis",2019,"Malekian__D"
"Detecting outlier behaviors in student progress trajectories using a repeated fuzzy clustering approach",2019,"Howlin__C.P"
"Investigating writing style development in high school",2019,"Lorenzen__S"
"Supporting minority student success by using machine learning to identify at-risk students",2019,"Jayaraman__J.D"
"Visualizing learning performance data and model predictions as objects in a 3D space",2019,"Emond__B"
"N-gram graphs for topic extraction in educational forums",2019,"Davis__G.M"
"Exploring the link between motivations and gaming",2019,"Dang__S"
"Visualization and clustering of learner pathways in an interactive online learning environment",2019,"Furr__D."
"Toward data-driven example feedback for novice programming",2019,"Zhi__R"
"A generalizable performance evaluation model of driving games via risk-weighted trajectories",2019,"Flemming__R"
"Collaboration analysis using object detection",2019,"Guo__Z"
"Design and deployment of a better university course search: Inferring latent",2019,"Dong__M"
"Kappa learning: A new item-similarity method for clustering educational items from response data",2019,"Nazaretsky__T"
"Binary Q-matrix learning with dAFM",2019,"Jiang__N"
"Using a glicko-based algorithm to measure in-course learning",2019,"Reddick__R."
"Application of Hidden Markov models to quantify the impact of enrollment patterns on student performance",2019,"Boumi__S"
"Accurate modelling of language learning tasks and students using representations of grammatical proficiency",2019,"Zaidi__A.H"
"Exploring neural network models for the classification of students in highly interactive environments",2019,"Käser__T"
"Modelling end-of-session actions in educational systems",2019,"Hansen__C"
"Anatomy of mobile learners: Using learning analytics to unveil learning in presence of mobile devices",2019,"Sher__V."
"Exploring stealth assessment via deep learning in an open-ended virtual environment",2019,"Reilly__J.M"
"Investigating error resolution processes in C programming exercise courses",2019,"Taniguchi__Y"
"Detecting suggestions in peer assessments",2019,"Zingle__G"
"Towards discovering problem similarity through deep learning: Combining problem features and user behavior",2019,"Mussack__D"
"A self-attentive model for knowledge tracing",2019,"Pandey__S"
"Modeling person-specific development of math skills in continuous time: New evidence for mutualism",2019,"Ou__L"
"The guided team-partitioning problem: Definition, complexity, and algorithm",2019,"Bahargam__S"
"Smart learning object recommendations based on time-dependent learning need models",2019,"Krauss__C"
"A meta-learning augmented bidirectional transformer model for automatic short answer grading",2019,"Wang__Z"
"Investigating effects of considering mobile and desktop learning data on predictive power of learning management system (LMS) features on student success",2019,"Sher__V"
"Planning gamification strategies based on user characteristics and DM: A gender-based case study",2019,"Toda__A.M"
"Teacher vs. Algorithm: Double-blind experiment of content sequencing in mathematics",2019,"Levy__B"
"The influence of school demographics on the relationship between students' help-seeking behavior and performance and motivational measures",2019,"Karumbaiah__S"
"Detecting wheel-spinning and productive persistence in educational games",2019,"Elizabeth_Owen__V"
"Gender differences in work-integrated learning assessments",2019,"Chopra__S"
"Student knowledge diagnosis on response data via the model of sparse factor learning",2019,"Zhang__Y"
"Categorizing students' questions using an ensemble hybrid approach",2019,"Harrak__F"
"Why deep knowledge tracing has less depth than anticipated",2019,"Ding__X"
"Using knowledge component modeling to increase domain understanding in a digital learning game",2019,"Nguyen__H"
"Predicting early and often: Predictive student modeling for block-based programming environments",2019,"Emerson__A"
"One minute is enough: Early prediction of student success and event-level difficulty during a novice programming task",2019,"Mao__Y"
"Hybrid deep neural networks to predict socio-moral reasoning skills",2019,"Tato__A"
"DAS3H: Modeling student learning and forgetting for optimally scheduling distributed practice of skills",2019,"Choffin__B"
"A multivariate Elo-based learner model for adaptive educational systems",2019,"Abdi__S"
"Do learners know what's good for them? Crowdsourcing subjective ratings of OERs to predict learning gains",2019,"Whitehill__J"
"Success prediction in MOOCs: A case study",2019,"Pigeau__A"
"Toward instrumenting makerspaces: Using motion sensors to capture students' affective states in open-ended learning environments",2019,"Ramirez__L"
"Filtering non-relevant short answers in peer learning applications",2019,"Gagnon__V"
"Grade prediction based on cumulative knowledge and co-taken courses",2019,"Ren__Z"
"Scholars walk: A Markov chain framework for course recommendation",2019,"Polyzou__A"
"Time-series insights into the process of passing or failing online university courses using neural-induced interpretable student states",2019,"Jeon__B"
"Towards a general purpose anomaly detection method to identify cheaters in massive open online courses",2019,"Alexandron__G"
"Student performance prediction by discovering inter-activity relations",2018,"Sahebi__S"
"Identifying profiles of collaborative problem solvers in an online electronics environment",2018,"Andrews-Todd__J"
"GritNet: Student performance prediction with deep learning",2018,"Kim__B.-H"
"LeCore: A Framework for Modeling Learner’s preference",2018,"Abhinav__K"
"Your actions or your associates? Predicting certification and dropout in MOOCs with behavioral and social features",2018,"Gitinabard__N"
"Predictive student modeling for interventions in online classes",2018,"Eagle__M"
"Principles for assessing adaptive online courses",2018,"Chen__W"
"Re-designing the structure of online courses to empower educational data mining",2018,"Chen__Z"
"Studying affect dynamics and chronometry using sensor-free detectors",2018,"Botelho__A.F"
"Predicting individualized learner models across tutor lessons",2018,"Eagle__M"
"Contextual derivation of stable BKT parameters for analyzing content efficacy",2018,"Agarwal__D"
"Predicting learning by analyzing eye-gaze data of reading behavior",2018,"Rajendran__R"
"Forgetting curves and testing effect in an adaptive learning and assessment system",2018,"Matayoshi__J"
"Machine beats human at sequencing visuals for perceptual-fluency practice",2018,"Sen__A"
"What can we learn from college students’ network transactions? Constructing useful features for student success prediction",2018,"Pytlarz__I"
"Tracking behavioral patterns among students in an online educational system",2018,"Lorenzen__S"
"Automated speech act categorization of chat utterances in virtual internships",2018,"Gautam__D"
"Is the doer effect robust across multiple data sets?",2018,"Koedinger__K.R"
"Mining MOOC lecture transcripts to construct concept dependency graphs",2018,"ALSaad__F"
"A Comparison of Features for the Automatic Labeling of Student Answers to Open-ended Questions",2018,"Mantecon__J.G.A"
"Quantyler: Apportioning credit for student forum participation",2018,"Bihani__A"
"Standard error considerations on AFM parameters",2018,"Durand__G"
"Document chunking and learning objective generation for instruction design",2018,"Tran__K.-N"
"Who they are and what they want: Understanding the reasons for MOOC enrollment",2018,"Wes_Crues__R"
"Predicting student enrollment based on student and college characteristics",2018,"Slim__A"
"Knowledge tracing using the brain",2018,"Halpern__D"
"Exploring collaboration using motion sensors and multi-modal learning analytics",2018,"Reilly__J.M"
"Job description mining to understand work-integrated learning",2018,"Chopra__S"
"Predicting quitting in students playing a learning game",2018,"Karumbaiah__S"
"Modeling math identity and math success through sentiment analysis and linguistic features",2018,"Crossley__S"
"Predicting student performance based on online study habits: A study of blended courses",2018,"Sheshadri__A"
"Using big data to sharpen design-based inference in A/B tests",2018,"Sales__A.C"
"Data-driven approach towards a personalized curriculum",2018,"Backenköhler__M"
"Preface",2018,"Boyer__K.E"
"Finding topics in enrollment data",2018,"Motz__B"
"An open vocabulary approach for estimating teacher use of authentic questions in classroom discourse",2018,"Cook__C"
"Improving stealth assessment in game-based learning with LSTM-based analytics",2018,"Akram__B"
"Impact of corpus size and dimensionality of LSA spaces from Wikipedia articles on autotutor answer evaluation",2018,"Cai__Z"
"Understanding student procrastination via mixture models",2018,"Park__J"
"Intelligent instructional hand offs",2018,"Fancsali__S.E"
"Behavioral analysis at scale: Learning course prerequisite structures from learner clickstreams",2018,"Chen__W"
"Filtered time series analyses of student problem-solving behaviors in game-based learning",2018,"Sawyer__R"
"A hybrid multi-criteria approach using a genetic algorithm for recommending courses to university students",2018,"Esteban__A"
"Accurate measurement of lexical sophistication with reference to ESL learner data",2018,"Naismith__B"
"Using student logs to build Bayesian models of student knowledge and skills",2018,"Nguyen__H"
"Using a common sense knowledge base to auto generate multi-dimensional vocabulary assessments",2018,"Mittal__R.S"
"ELBA: Exceptional learning behavior analysis",2018,"Du__X"
"Clustering the learning patterns of adults with low literacy skills interacting with an intelligent tutoring system",2018,"Fang__Y"
"An empirical research on identifiability and Q-matrix design for DINA model",2018,"Xu__P"
"Towards a model-free estimate of the limits to student modeling accuracy",2018,"Chen__B"
"Feature extraction for classifying students based on their academic performance",2018,"Polyzou__A"
"Modeling hint-taking behavior and knowledge state of students with multi-task learning",2018,"Chaudhry__R"
"Mining user trajectories in electronic text books",2018,"Boubekki__A"
"Gender differences in undergraduate engineering applicants: A text mining approach",2018,"Chopra__S"
"Understanding learners’ opinion about participation certificates in online courses using topic modeling",2018,"Nanda__G"
"Constructing cognitive profiles for simulation-based hiring assessments",2018,"Kantar__R"
"Identifying user engagement patterns in an online video discussion platform",2018,"Lee__S.Y"
"Who are they looking at? Automatic eye gaze following for classroom observation video analysis",2018,"Aung__A.M"
"The influence of task activity and the learner’s personal characteristics on self-confidence during an online explanation activity with a conversational agent",2018,"Hayashi__Y"
"Prediction of academic achievement based on digital campus",2018,"Wang__Z"
"Analyzing the relative learning benefits of completing required activities and optional readings in online courses",2018,"Carvalho__P.F"
"Estimating the treatment effect of new device deployment on uruguayan students’ online learning activity",2018,"Aguerrebere__C"
"How many friends can you make in a week?: Evolving social relationships in MOOCs over time",2018,"Xu__Y"
"Mining student misconceptions from pre- and post-test data",2018,"Pérez-Lemonche__Á"
"Can textbook annotations serve as an early predictor of student learning?",2018,"Winchell__A"
"Modeling the effects of students’ interactions with immersive simulations using Markov switching systems",2018,"Hoernle__N"
"Does deep knowledge tracing model interactions among skills?",2018,"Montero__S"
"Preface",2017,"Hu__X"
"Identifying student communities in blended courses",2017,"Gitinabard__N"
"Riple: Recommendation in peer-learning environments based on knowledge gaps and interests",2017,"Khosravi__H"
"Cluster analysis of real time location data - An application of Gaussian mixture models",2017,"Ortiz-Vazquez__A"
"Dropout prediction in home care training",2017,"Zeng__W"
"Personalized feedback for open-response mathematical questions using long short-term memory networks",2017,"Michalenko__J.J"
"Online learning persistence and academic achievement",2017,"Fang__Y"
"On the prevalence of multiple-account cheating in massive open online learning",2017,"Bao__Y"
"Improving models of peer grading in SPoC",2017,"Han__Y"
"Tutorial: Principal stratification for EDM experiments",2017,"Sales__A.C."
"Tutorial: Why data standards are critical for EDM and AIED",2017,"Robson__R"
"An LDA topic model and social network analysis of a school blogging platform",2017,"Kuang__X"
"Sequence modelling for analysing student interaction with educational systems",2017,"Hansen__C"
"Mining innovative augmented graph grammars for argument diagrams through novelty selection",2017,"Xue__L"
"Zone out no more: Mitigating mind wandering during computerized reading",2017,"D’Mello__S.K"
"Whitebox: A device to assist group work evaluation",2017,"Yukita__D."
"A prediction and early alert model using learning management system data and grounded in learning science theory",2017,"Hong__W"
"An analysis of students’ questions in MOOCs forums",2017,"Cao__M"
"Grade prediction with temporal course-wise influence",2017,"Ren__Z"
"The reading ability of college freshmen",2017,"Olney__A.M"
"Identifying relationships between students’ questions type and their behavior",2017,"Harrak__F"
"Modeling MOOC student behavior with two-layer hidden Markov models",2017,"Geigle__C"
"Short-answer responses to STEM exercises: Measuring response validity and its impact on learning",2017,"Waters__A"
"Development of a trajectory model for visualizing teacher ICT usage based on event segmentation data",2017,"Zheng__L"
"Untangling the program name versus the curriculum: An investigation of titles and curriculum content",2017,"Wes_Crues__R."
"Using a single model trained across multiple experiments to improve the detection of treatment effects",2017,"Patikorn__T"
"On the influence on learning of student compliance with prompts fostering self-regulated learning",2017,"Lallé__S"
"Student use of inquiry simulations in middle school science",2017,"McBride__E."
"Text analysis with LIWC and coh-metrix: Portraying MOOCs instructors",2017,"Li__J"
"Behavior-based latent variable model for learner engagement",2017,"Lan__A.S"
"Workshop on deep learning with educational data",2017,"Baker__R"
"Understanding student’s reviewing and reflection behaviors using web-based programming grading assistant",2017,"Paredes__Y.V"
"A latent factor model for instructor content preference analysis",2017,"Wang__J.Z"
"Developing Chinese automated essay scoring model to assess college students’ essay quality",2017,"Ju-Lu__Y"
"Real-time programming exercise feedback in MOOCs",2017,"Chen__Z"
"Intelligent composition of test papers based on MOOC learning data",2017,"Ma__L"
"Data-mining textual responses to uncover misconception patterns",2017,"Michalenko__J.J"
"An offline evaluation method for individual treatment rules and how to find heterogeneous treatment effect",2017,"Patikorn__T"
"Causal forest vs. naïve causal forest in detecting personalization: An empirical study in ASSISTments",2017,"Yin__B"
"Predicting performance in a small private online course",2017,"Han__W"
"Tracking online reading of college students",2017,"Olney__A.M"
"Modeling network dynamics of MOOC discussion interactions at scale",2017,"Zhang__J"
"A framework for the estimation of students’ programming abilities",2017,"Albrecht__E."
"Teaching informal logical fallacy identification with a cognitive tutor",2017,"Diana__N"
"Student use of scaffolded inquiry simulations in middle school science",2017,"McBride__E"
"Making the grade: How learner engagement changes after passing a course",2017,"Lang__D"
"Automatic scoring method for descriptive test using recurrent neural network",2017,"Yasuda__K"
"Modeling dormitory occupancy using Markov chains",2017,"Pokrajac__D.D"
"Intelligent argument grading system for student-produced argument diagrams",2017,"Xue__L."
"Towards automatic classification of learning objects: Reducing the number of used features",2017,"González__P"
"Toward replicable predictive model evaluation in MOOCs",2017,"Gardner__J"
"Discovering skill prerequisite structure through Bayesian estimation and nested model comparison",2017,"Han__S.-Y"
"Supporting the encouragement of forum participation",2017,"Garg__A"
"Learning to represent student knowledge on programming exercises using deep learning",2017,"Wang__L"
"Evaluation of a data-driven feedback algorithm for open-ended programming",2017,"Price__T"
"Modeling classifiers for virtual internships without participant data",2017,"Gautam__D"
"Emerging patterns in student’s learning attributes through text mining",2017,"Thanasuan__K"
"Predicting short- and long-term vocabulary learning via semantic features of partial word knowledge",2017,"Nam__S"
"Mycos intelligent teaching assistant",2017,"Guo__J"
"Using Graph-based Modelling to explore changes in students’ affective states during exploratory learning tasks",2017,"Grawemeyer__B"
"Towards closing the loop: Bridging machine-induced pedagogical policies to learning theories",2017,"Zhou__G"
"A neural network approach to estimate student skill mastery in cognitive diagnostic assessments",2017,"Guo__Q"
"Student learning strategies and behaviors to predict success in an online adaptive mathematics tutoring system",2017,"Xie__J"
"Metacognitive prompt overdose: Positive and negative effects of prompts in iSTART",2017,"McCarthy__K.S"
"Social work in the classroom? A tool to evaluate topical relevance in student writing",2017,"Choi__H"
"Few hundred parameters outperform few hundred thousand?",2017,"Lalwani__A"
"Using an additive factor model and performance factor analysis to assess learning gains in a tutoring system to help adults with reading difficulties",2017,"Shi__G"
"An effective framework for automatically generating and ranking topics in MOOC videos",2017,"Zhu__J"
"Estimating individual treatment effect from educational studies with residual counterfactual networks",2017,"Zhao__S"
"Application of the dynamic time warping distance for the student drop-out prediction on time series data",2017,"Askinadze__A"
"Learner affect through the looking glass: Characterization and detection of confusion in online courses",2017,"Zeng__Z"
"Assessing computer literacy of adults with low literacy skills",2017,"Olney__A.M"
"Combining machine learning and natural language processing to assess literary text comprehension",2017,"Balyan__R"
"Adaptive Sequential Recommendation for Discussion Forums on MOOCs using Context Trees",2017,"Mi__F"
"Can typical behaviors identified in MOOCs be discovered in other courses?",2017,"An__T.-S"
"Addressing student behavior and affect with empathy and growth mindset",2017,"Karumbaiah__S"
"Grouping students for maximizing learning from peers",2017,"Agrawal__R"
"Automated assessment for scientific explanations in on-line science inquiry",2017,"Li__H"
"Predicting student retention from behavior in an online orientation course",2017,"Kai__S"
"Using temporal association rule mining to predict dyadic rapport in peer tutoring",2017,"Madaio__M"
"Assessing the dialogic properties of classroom discourse: Proportion models for imbalanced classes",2017,"Olney__A.M"
"Inferring frequently asked questions from student question answering forums",2017,"Sindhgatta__R"
"Tell me more: Digital eyes to the physical world for early childhood learning",2017,"Ekambaram__V"
"Toward the automatic labeling of course questions for ensuring their alignment with learning outcomes",2017,"Supraja__S"
"Exploring the relationship between student pre-knowledge and engagement in MOOCs using polytomous IRT",2017,"Liu__J"
"Characterizing collaboration in the pair program tracing and debugging eye-tracking experiment: A preliminary analysis",2017,"Villamor__M.M"
"The misidentified identifiability problem of Bayesian knowledge tracing",2017,"Doroudi__S"
"Towards reliable and valid measurement of individualized student parameters",2017,"Liu__R"
"Task and timing: Separating procedural and tactical knowledge in student models",2017,"Cook__J"
"Gaze-based detection of mind wandering during lecture viewing",2017,"Hutt__S"
"Convolutional neural network for automatic detection of sociomoral reasoning level",2017,"Tato__A"
"Measuring similarity of educational items using data on learners’ performance",2017,"Řihák__J"
"Modeling wheel-spinning and productive persistence in skill builders",2017,"Kai__S"
"When and who at risk? Call back at these critical points",2017,"Li__Y"
"Linking language to math success in an on-line course",2017,"Crossley__S"
"An extended learner modeling method to assess students’ learning behaviors",2017,"Dong__Y"
"Adaptive assessment experiment in a harvardx MOOC",2017,"Rushkin__I"
"Analysis of problem-solving behavior in open-ended scientific-discovery game challenges",2017,"Bauer__A"
"Studying MOOC completion at scale using the MOOC replication framework",2017,"Andres__J.M.L"
"Efficient feature embeddings for student classification with variational auto-encoders",2017,"Klingler__S"
"Predicting prospective peer helpers to provide just-in-time help to users in question and answer forums",2017,"Ishola__O.M"
"Clustering student sequential trajectories using dynamic time warping",2017,"Shen__S"
"Automatic peer tutor matching: Data-driven methods to enable new opportunities for help",2017,"Diana__N"
"Epistemic network analysis and topic modeling for chat data from collaborative learning environment",2017,"Cai__Z"
"Graph-based Educational Data Mining (G-EDM 2017)",2017,"Lynch__C.F"
"Dropout Prediction in MOOCs using Learners’ Study Habits Features",2017,"Wan__H"
"Clustering students in assistments: Exploring system- and school-level traits to advance personalization",2017,"Adjei__S"
"The antecedents of and associations with elective replay in an educational game: Is replay worth it?",2017,"Liu__Z"
"Modeling the zone of proximal development with a computational approach",2017,"Chounta__I.-A"
"Transactivity as a predictor of future collaborative knowledge integration in team-based learning in online courses",2016,"Wen__M"
"Preface",2016,"Chi__M"
"Identifying relevant user behavior, predicting learning, and persistence in an ITS-based afterschool program",2016,"Craig__S.D"
"Investigating gender differences on homework in middle school mathematics",2016,"Feng__M"
"Computing pointers into instructional videos",2016,"Lamb__A"
"Modeling interactions across skills: A method to construct and compare models predicting the existence of skill relationships",2016,"Botelho__A.F"
"A platform for integrating and analyzing data to evaluate the impacts of educational technologies",2016,"Stanhope__D.S"
"Designing interactive and personalized concept mapping learning environments",2016,"Wang__S."
"Aim low: Correlation-based Feature Selection for model-based reinforcement learning",2016,"Shen__S"
"An automated test of motor skills for job selection and feedback",2016,"Singh__B.P"
"Personalization of learning paths in online communities of creators",2016,"Sun__M"
"Studying assignment size and student performance using propensity score matching",2016,"Mojarad__S."
"Comparison of selection criteria for multi-feature hierarchical activity mining in open ended learning environments",2016,"Dong__Y"
"Automated feedback on group processes: An experience report",2016,"Borge__M"
"Estimation of prerequisite skills model from large scale assessment data using semantic data mining",2016,"Penteado__B.E."
"Meta-learning for predicting the best vote aggregation method: Case study in collaborative searching of LOs",2016,"Zapata__A"
"Identifying student behaviors early in the term for improving online course performance",2016,"Mori__M"
"Predicting performance on MOOC assessments using multi-regression models",2016,"Ren__Z"
"Exploring the impact of data-driven tutoring methods on students’ demonstrative knowledge in logic problem solving",2016,"Mostafavi__B"
"Validating game-based measures of implicit science learning",2016,"Rowe__E"
"Time series analysis of VLE activity data",2016,"Młynarska__E"
"Mining sequences of gameplay for embedded assessment in collaborative learning",2016,"Buffum__P"
"Discovering ‘tough love’ interventions despite dropout",2016,"Williams__J.J"
"Predicting off-task behaviors in an adaptive vocabulary learning system",2016,"Nam__S."
"Massively scalable EDM with Spark",2016,"Nixon__T."
"Automatic gaze-based detection of mind wandering during narrative film comprehension",2016,"Mills__C"
"Guiding students towards frequent high-utility paths in an ill-defined domain",2016,"Jugo__I"
"Perfect scores indicate good students !? The case of one hundred percenters in a math learning system",2016,"Zheng__Z"
"A comparative analysis of techniques for predicting student performance",2016,"Bydžovská__H."
"How employment constrains participation in MOOCs?",2016,"Boroujeni__M.S"
"Exploring social influence on the usage of resources in an online learning community",2016,"Dibie__O"
"SAS tools for educational data mining",2016,"Sabourin__J"
"Validating automated triggers and notifications @ scale in blackboard learn",2016,"Whitmer__J"
"Predicting dialogue acts for intelligent virtual agents with multimodal student interaction data",2016,"Min__W"
"Generating semantic concept map for MOOCs",2016,"Jiang__Z"
"Pattern mining uncovers social prompts of conceptual learning with physical and virtual representations",2016,"Rau__M.A."
"Towards modeling chunks in a knowledge tracing framework for students’ deep learning",2016,"Huang__Y"
"Examining the necessity of problem diagrams using MOOC AB experiments",2016,"Chen__Z"
"Semantic features of math problems: Relationships to student learning and engagement",2016,"Slater__S"
"A scalable learning analytics platform for automated writing feedback",2016,"Feild__J"
"Toward automated support for teacher-facilitated formative feedback on student writing",2016,"Sabourin__J"
"Quantifying how students use an online learning system: A focus on transitions and performance",2016,"Snow__E.L"
"Using case-based reasoning to automatically generate high-quality feedback for programming exercises",2016,"Kyrilov__A."
"TutorSpace: Content-centric platform for enabling blended learning in developing countries",2016,"Yadav__K"
"Learning curves for problems with multiple knowledge components",2016,"van_de_Sande__B."
"Time Series Cross Section method for monitoring students’ page views of course materials and improving classroom teaching",2016,"Dobashi__K."
"Novel features for capturing cooccurrence behavior in dyadic collaborative problem solving tasks",2016,"Ramanarayanan__V"
"Analysing and refining pilot training",2016,"Emond__B"
"Document segmentation for labeling with academic learning objectives",2016,"Bhartiya__D"
"Learning curves versus problem difficulty: An analysis of the knowledge component picture for a given context",2016,"van_de_Sande__B."
"Applicability of educational data mining in Afghanistan: Opportunities and challenges",2016,"Sherzad__A.R."
"Patterns of usage from educational technology products across America",2016,"Stanhope__D.S"
"A nonlinear state space model for identifying at-risk students in open online courses",2016,"Wang__F"
"Enabling people to harness and control EDM for lifelong, life-wide learning",2016,"Kay__J."
"An ensemble method to predict student performance in an online math learning environment",2016,"Stapel__M"
