"Article","Year"
"Complementing educational recommender systems with open learner models",2020
"Smart dictionary for E-book reading analytics",2020
"Analytics of time management and learning strategies for effective online learning in blended environments",2020
"Trace data from student solutions to genetics problems reveals variance in the processes related to different course outcomes",2020
"Supporting actionable intelligence: Reframing the analysis of observed study strategies",2020
"Analyzing the consistency in within-activity learning patterns in blended learning",2020
"Design of a curriculum analytics tool to support continuous improvement processes in higher education",2020
"Testing the reliability of inter-rater reliability",2020
"What college students say, and what they do: Aligning self-regulated learning theory with behavioral logs",2020
"Combining analytic methods to unlock sequential and temporal patterns of self-regulated learning",2020
"How patterns of students dashboard use are related to their achievement and self-regulatory engagement",2020
"Focused or stuck together: Multimodal patterns reveal triads' performance in collaborative problem solving",2020
"Is faster better? a study of video playback speed",2020
"Dialogue attributes that inform depth and quality of participation in course discussion forums",2020
"Predicting student performance in interactive online question pools using mouse interaction features",2020
"Decoding the performance in an out-of-context problem during blocked practice",2020
"Designing for serendipity in a university course recommendation system",2020
"The automated grading of student open responses in mathematics",2020
"How and how well do students reflect?: Multi-dimensional automated reflection assessment in health professions education",2020
"The privacy paradox and its implications for learning analytics",2020
"Exploring the usage of thermal imaging for understanding video lecture designs and students' experiences",2020
"Prediction of students' assessment readiness in online learning environments: The sequence matters",2020
"Using a cluster-based regime-switching dynamic model to understand embodied mathematical learning",2020
"Assessment that matters: Balancing reliability and learner-centered pedagogy in MOOC assessment",2020
"Constructing and predicting school advice for academic achievement: A comparison of item response theory and machine learning techniques",2020
"Technologies for automated analysis of co-located, real-life, physical learning spaces: Where are we now?",2019
"Different types of response-based feedback in mathematics: The case of textual and symbolic messages",2019
"On multi-device use: Using technological modality profiles to explain differences in students' learning",2019
"Semi-automatic generation of intelligent curricula to facilitate learning analytics",2019
"DEBE feedback for large lecture classroom analytics",2019
"The timeliness deviation: A novel approach to evaluate educational recommender systems for closed-courses",2019
"Differences in student trajectories via filtered time series analysis in an immersive virtual world",2019
"Cross-platform analytics: A step towards personalization and adaptation in education",2019
"Topic development to support revision feedback",2019
"Validating the use of LMS-derived rubric structural features to facilitate automated measurement of rubric quality",2019
"Predicting student success in communication skills learning scenarios with virtual humans",2019
"Modeling gender dynamics in intra and interpersonal interactions during online collaborative learning",2019
"Contextualizable learning analytics design: A generic model and writing analytics evaluations",2019
"Deep knowledge tracing and engagement with MOOCs",2019
"Read between the lines: An annotation tool for multimodal data for learning",2019
"Towards hybrid human-system regulation: Understanding children' SRL support needs in blended classrooms",2019
"Fairer but not fair enough on the equitability of knowledge tracing",2019
"Descriptive and predictive modeling of student achievement, satisfaction, and mental health for data-driven smart connected campus life service",2019
"Goal-based course recommendation",2019
"Affect sequences and learning in Betty's brain",2019
"The impact of student opt-out on educational predictive models",2019
"“I spent more time with that team”: Making spatial pedagogy visible using positioning sensors",2019
"Introducing meaning to clicks: Towards traced-measures of self-efficacy and cognitive load",2019
"Integrated closed-loop learning analytics scheme in a first year experience course",2019
"Would you? Could you? On a tablet? Analytics of children's ebook reading",2019
"Measuring knowledge gaps in student responses by mining networked representations of texts",2019
"Effective feature learning with unsupervised learning for improving the predictive models in massive open online courses",2019
"Top concept networks of professional education reflections",2019
"Motivated information seeking and graph comprehension among college students",2019
"Language as thought: Using natural language processing to model noncognitive traits that predict college success",2019
"Beyond A/B testing: Sequential randomization for developing interventions in scaled digital learning environments",2019
"Utilizing learning analytics to map students' self-reported study strategies to click behaviors in STEM courses",2019
"ACM International Conference Proceeding Series",2019
"The validity and utility of activity logs as a measure of student engagement",2019
"Social comparison in MOOCs: Perceived SES, opinion, and message formality",2019
"Lak 2019 program chairs' welcome",2019
"Analytics of learning strategies: Associations with academic performance and feedback",2019
"Are you talking to me? Multi-dimensional language analysis of explanations during reading",2019
"Comparison of ranking and rating scales in online peer assessment: Simulation approach",2019
"Using detailed access trajectories for learning behavior analysis",2019
"Transfer learning using representation learning in massive open online courses",2019
"Counting clicks is not enough: Validating a theorized model of engagement in learning analytics",2019
"Student centred design of a learning analytics system",2019
"DiAD: Domain adaptation for learning at scale",2019
"Exploring the subtleties of agency and indirect control in digital learning games",2019
"Challenges on implementing learning analytics over countrywide K-12 data",2019
"A study on curriculum planning and its relationship with graduation GPA and time to degree",2019
"Multichannel data for understanding cognitive affordances during complex problem solving",2019
"Analysing discussion forum data: A replication study avoiding data contamination",2019
"Can background music facilitate learning? Preliminary results on reading comprehension",2019
"Exploring learner engagement patterns in teach-outs",2019
"Predicting the well-functioning of learning groups under privacy restrictions",2019
"Investigating the usage patterns of algebra nation tutoring platform",2019
"User2Code2vec: Embeddings for profiling students based on distributional representations of source code",2019
"Evaluating the fairness of predictive student models through slicing analysis",2019
"Where you are, not what you see: The impact of learning environment on mind wandering and material retention",2019
"Square it up! How to model step duration when predicting student performance",2019
"Exploring programming semantic analytics with deep learning models",2019
"Refusing to try: Characterizing early stopout on student assignments",2019
"Learning analytics at the intersections of student trust, disclosure and benefit",2019
"The impact of an online tutoring program for algebra readiness on mathematics achievements; results of a randomized experiment",2019
"Clustering analysis reveals authentic science inquiry trajectories among undergraduates",2019
"Towards value-sensitive learning analytics design",2019
"Towards enabling feedback on rhetorical structure with neural sequence models",2019
"Increasing the impact of learning analytics",2019
"An analysis of student representation, representative features and classification algorithms to predict degree dropout",2019
"Reliable deep grade prediction with uncertainty estimation",2019
"Exploring students' sensemaking of learning analytics dashboards: Does frame of reference make a difference?",2019
"UPM: Discovering course enrollment sequences associated with success",2019
"Comprehension factor analysis: Modeling student's reading behaviour",2019
"Knowledge Query Network for Knowledge Tracing: How Knowledge Interacts with Skills",2019
"Player pairs valuation in ice hockey",2019
"Predicting pass receiver in football using distance based features",2019
"Real-time power performance prediction in tour de france",2019
"Football pass prediction using player locations",2019
"Evaluating NFL plays: Expected points adjusted for schedule",2019
"Ranking the teams in european football leagues with agony",2019
"Predicting the receivers of football passes",2019
"Measuring football players’ on-the-ball contributions from passes during games",2019
"Distinguishing between roles of football players in play-by-play match event data",2019
"Model trees for identifying exceptional players in the NHL and NBA drafts",2019
"Automatic classification of strike techniques using limb trajectory data",2019
"5th International Workshop on Machine Learning and Data Mining for Sports Analytics, MLSA 2018, colocated with the European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, ECML PKDD 2018",2019
"Player valuation in European football",2019
"Forecasting the fifa world cup – combining result- and goal-based team ability parameters",2019
"Deep learning from spatial relations for soccer pass prediction",2019
"Interpreting deep sports analytics: Valuing actions and players in the NHL",2019
"A progressive resampling algorithm for finding very sparse investment portfolios",2019
"A web crawling environment to support financial strategies and trend correlation: – extended abstract –",2019
"Calibrating the mean-reversion parameter in the hull-white model using neural networks",2019
"Testing for self-excitation in financial events: A bayesian approach",2019
"Deep factor model: Explaining deep learning decisions for forecasting stock returns with layer-wise relevance propagation",2019
"Exploring students eating habits through individual profiling and clustering analysis",2019
"A comparison of neural network methods for accurate sentiment analysis of stock market tweets",2019
"Privacy risk for individual basket patterns",2019
"Privacy preserving client/vertical-servers classification",2019
"ICIE 1.0: A novel tool for interactive contextual interaction explanations",2019
"A multivariate and multi-step ahead machine learning approach to traditional and cryptocurrencies volatility forecasting",2019
"3rd Workshop on Mining Data for Financial Applications, MIDAS 2018 and 2nd International Workshop on Personal Analytics and Privacy, PAP 2018 held at 18th European Conference on Machine Learning and Knowledge Discovery in Databases, ECML PKDD 2018",2019
"A differential privacy workflow for inference of parameters in the rasch model",2019
"ACM International Conference Proceeding Series",2018
"LAK 2018 program chairs’ welcome",2018
"Data-driven generation of rubric criteria from an educational programming environment",2018
"Methodological foundations for the measurement of learning in learning analytics",2018
"“I’ll do it!”: Examining the relationship between locus of control and math game retention for preschoolers",2018
"Capitalisation of analysis processes: Enabling reproducibility, openness and adaptability thanks to narration",2018
"Driving data storytelling from learning design",2018
"Discovery and temporal analysis of latent study patterns in MOOC interaction sequences",2018
"Classroom size, activity and attendance: Scaling up drivers of learning space occupation",2018
"PHS profiling students from their questions in a blended learning environment",2018
"Conceptualizing Co-enrollment: Accounting for student experiences across the curriculum",2018
"Towards a data archiving solution for learning analytics",2018
"An application of participatory action research in advising-Focused learning analytics",2018
"The pragmatic maxim as learning analytics research method",2018
"Gaze insights into debugging behavior using learner-Centred analysis",2018
"Graph-Based visual topic dependency models supporting assessment design and delivery at scale",2018
"Embracing imperfection in learning analytics",2018
"The half-Life of MOOC knowledge a randomized trial evaluating knowledge retention and retrieval practice in MOOCs",2018
"Prospectively predicting 4-Year college graduation from student applications",2018
"Connecting decentralized learning records: A blockchain based learning analytics platform",2018
"A multi-Dimensional analysis of writing flexibility in an automated writing evaluation system",2018
"A generalized classifier to identify online learning tool disengagement at scale",2018
"Analytics-Enabled teaching as design: Reconceptualisation and call for research",2018
"Towards a writing analytics framework for adult english language learners",2018
"A framework for developing metrics of youth engagement in informal learning environments",2018
"Epistemic network analysis of students’ longer written assignments as formative/Summative evaluation",2018
"Multi-Institutional positioning test feedback dashboard for aspiring students lessons learnt from a case study in flanders",2018
"The complexities of developing a personal code of ethics for learning analytics practitioners implications for institutions and the field",2018
"Correlating affect and behavior in reasoning mind with state test achievement",2018
"Are MOOC forums changing?",2018
"License to evaluate: Preparing learning analytics dashboards for educational practice",2018
"Co-Creation strategies for learning analytics",2018
"Explaining learning performance using response-Time, self-Regulation and satisfaction from content: An fsQCA approach",2018
"A qualitative evaluation of a learning dashboard to support advisor-Student dialogues",2018
"A diagnostic tool for competency-Based program engineering",2018
"The influence of students’ cognitive and motivational characteristics on students’ use of a 4C/ID-based online learning environment and their learning gain",2018
"Reciprocal peer recommendation for learning purposes",2018
"Rethinking learning analytics adoption through complexity leadership theory",2018
"(Dis)Engagement matters: Identifying efficacious learning practices with multimodal learning analytics",2018
"The RAP system: Automatic feedback of oral presentation skills using multimodal analysis and low-Cost sensors",2018
"The teacher in the loop: Customizing multimodal learning analytics for blended learning",2018
"Supporting teachers’ intervention in students’ virtual collaboration using a network based model",2018
"Investigating learning strategies in a dispositional learning analytics context: The case of worked examples",2018
"The classroom as a dashboard: Co-designing wearable cognitive augmentation for K-12 teachers",2018
"SHEILA policy framework: Informing institutional strategies and policy processes of learning analytics",2018
"Evaluating retrieval practice in a MOOC how writing and reading summaries of videos affects student learning",2018
"Recurrence quantification analysis as a method for studying text comprehension dynamics",2018
"Linking students’ timing of engagement to learning design and academic performance",2018
"Using embedded formative assessment to predict state summative test scores",2018
"Physical learning analytics: A multimodal perspective",2018
"Analysis of interactions between lecturers and students",2018
"Understand students’ self-Reflections through learning analytics",2018
"Coenrollment networks and their relationship to grades in undergraduate education",2018
"Studying MOOC completion at scale using the MOOC replication framework",2018
"Can’t get more satisfaction? Game-Theoretic group-Recommendation of educational resources",2018
"Online change detection for monitoring individual student behavior via clickstream data on E-book system",2018
"Video and learning: A systematic review (2007-2017)",2018
"Finding traces of self-Regulated learning in activity streams",2018
"Running out of STEM: A comparative study across STEM majors of college students At-Risk of dropping out early",2018
"Open learner models and learning analytics dashboards: A systematic review",2018
"What exactly do students learn when they practice equation solving? Refining knowledge components with the additive factors model",2018
"Unpacking the relationship between discussion forum participation and learning in MOOCs: Content is key",2018
"IOP Conference Series: Materials Science and Engineering",2017
"LAK 2017 program chairs' welcome",2017
"Learning Analytics and Policy (LAP) - International aspirations, achievements and constraints",2017
"Beyond failure: The 2nd LAK Failathon",2017
"Building a transcript of the future",2017
"Workshop on integrated learning analytics of MOOC post-course development",2017
"Planning prompts increase and forecast course completion in massive open online courses",2017
"Widget, widget as you lead, I am performing well indeed! using results from an exploratory offline study to inform an empirical online study about a learning analytics widget in a collaborative learning environment",2017
"ATCE - An analytics tool to trace the creation and evaluation of inclusive and accessible open educational resources",2017
"Trends and issues in student-facing learning analytics reporting systems research",2017
"Impact of student choice of content adoption delay on course outcomes",2017
"Automated analysis of aspects of written argumentation",2017
"A neural network approach for students' performance prediction",2017
"Studying engagement and performance with learning technology in an African classroom",2017
"Supporting collaborative learning with tag recommendations: A real-world study in an inquiry-based classroom project",2017
"Using item response theory to generate an item pool for an e-learning-system",2017
"Business intelligence (BI) for personalized student dashboards",2017
"Using learning analytics to explore help-seeking learner profiles in MOOCs",2017
"An elephant in the learning analytics room - The obligation to act",2017
"Honing in on social learning networks in MOOC forums: Examining critical network definition decisions",2017
"Real-time learning analytics for C programming language courses",2017
"An automatic approach for discovering skill relationship from learning data",2017
"Dear learner: Participatory visualisation of learning data for sensemaking",2017
"What'd you say again? Recurrence quantification analysis as a method for analyzing the dynamics of discourse in a reading strategy tutor",2017
"Using predictive analytics in a self-regulated learning university course to promote student success",2017
"A framework for hypothesis-driven approaches to support data-driven learning analytics in measuring computational thinking in block-based programming",2017
"An information policy perspective on learning analytics",2017
"Follow the successful crowd: Raising MOOC completion rates through social comparison at scale?",2017
"Where is the evidence? A call to action for learning analytics",2017
"[LISA] learning analytics for sensor-based adaptive learning",2017
"Dynamics of MOOC discussion forums",2017
"Best intentions: Learner feedback on learning analytics visualization design",2017
"Workshop on methodology in learning analytics (MLA)",2017
"2nd cross-LAK: Learning analytics across physical and digital spaces",2017
"Intelligent tutors as teachers' aides: Exploring teacher needs for real-time analytics in blended classrooms",2017
"Mining Knowledge Components from many untagged questions",2017
"Person-centered approach to explore learner's emotionality in learning within a 3D narrative game",2017
"Tracing physical movement during practice-based learning through Multimodal Learning Analytics",2017
"The influence of data protection and privacy frameworks on the design of learning analytics systems",2017
"Implementing predictive learning analytics on a large scale: The teacher's perspective",2017
"Discourse analysis to improve the effective engagement of MOOC videos",2017
"Strategies for data and learning analytics informed national education policies: The case of Uruguay",2017
"Supporting learning analytics in computing education",2017
"From prediction to impact: Evaluation of a learning analytics retention program",2017
"Forecasting student outcomes at university-wide scale using machine learning",2017
"Current and future multimodal learning analytics data challenges",2017
"Learning from learning curves: Discovering interpretable learning trajectories",2017
"A systematic review of studies on predicting student learning outcomes using learning analytics",2017
"Modeling exploration strategies to predict student performance within a learning environment and beyond",2017
"Temporal analytics with discourse analysis: Tracing ideas and impact on communal discourse",2017
"Learning pulse: A machine Learning approach for predicting performance in self-regulated learning using multimodal data",2017
"Using data visualizations to foster emotion regulation during self-regulated learning with advanced learning technologies: A conceptual framework",2017
"When learning is high stake",2017
"The effects of a learning analytics empowered technology on students' arithmetic skill development",2017
"Improving learning through achievement priming in crowdsourced information finding microtasks",2017
"Assessment of language in authentic Science inquiry reveals putative differences in epistemology",2017
"Student perceptions of their privacy in leaning analytics applications",2017
"Challenges and opportunities facing educational discourse researchers",2017
"Data-assisted instructional video revision via course-level exploratory video retention analysis",2017
"How to assign students into sections to raise learning",2017
"EMODA: A tutor oriented multimodal and contextual emotional dashboard",2017
"Don't call it a comeback: Academic recovery and the timing of educational technology adoption",2017
"Community based educational data repositories and analysis tools",2017
"Measures for recommendations based on past students' activity",2017
"Using correlational topic modeling for automated topic identification in intelligent tutoring systems",2017
"Topic models to support instructors in MOOC forums",2017
"La policy: Developing an institutional policy for learning analytics using the RAPID outcome mapping approach",2017
"Student empowerment, awareness, and self-regulation through a quantified-self student tool",2017
"An outcome-based dashboard for Moodle and Open edX",2017
"Towards mining sequences and dispersion of rhetorical moves in student written texts",2017
"Video annotation tool for learning job interview",2017
"What are visitors up to? Helping museum facilitators know what visitors are doing",2017
"Classifying help seeking behaviour in online communities",2017
"Opportunities for personalization in modeling students as Bayesian learners",2017
"Predicting math performance using natural language processing tools",2017
"Scientific modeling: Using learning analytics to examine student practices and classroom variation",2017
"Reflective writing analytics for actionable feedback",2017
"Reproducibility of findings from educational big data: A preliminary study",2017
"Using learning analytics in iterative design of a digital modeling tool",2017
"Learning analytics in a seamless learning environment",2017
"An instructor dashboard for real-time analytics in interactive programming assignments",2017
"Reflective writing analytics - Empirically determined keywords of written reflection",2017
"Integrating syllabus data into student success models",2017
"Analytics meet patient manikins: Challenges in an authentic small-group healthcare simulation classroom",2017
"Predicting the decrease of engagement indicators in a MOOC",2017
"DesignLAK17: Quality metrics and indicators for analytics of assessment design at scale",2017
"Uncovering reviewing and reflecting behaviors from paper-based formal assessment",2017
"How can we accelerate dissemination of knowledge and learning?: Developing an online knowledge management platform for Networked Improvement Communities",2017
"Buying time: Enabling learners to become earners with a real-world paid task recommender system",2017
"Automating student survey reports in online education for faculty and instructional designers",2017
"Exploring the measurement of collaborative problem solving using a human-agent educational game",2017
"What do students want? Towards an instrument for students' evaluation of quality of learning analytics services",2017
"Expanding the scope of learning analytics data: Preliminary findings on attention and self-regulation using wearable technology",2017
"Unravelling the dynamics of instructional practice: A longitudinal study on learning design and vle activities",2017
"Cooking with learning analytics recipes",2017
"Developing a MOOC experimentation platform: Insights from a user study",2017
"Examining motivations and self-regulated learning strategies of returning MOOCs learners",2017
"Quasi-experimental design for causal inference using Python and Apache Spark: A hands-on tutorial",2017
"Connecting data with student support actions in a course: A hands-on tutorial",2017
"New features in wikiglass, a learning analytic tool for visualizing collaborative work on wikis",2017
"Understanding student learning trajectories using multimodal learning analytics within an embodied-interaction learning environment",2017
"Relevance of Learning analytics to measure and support students' learning in adaptive educational technologies",2017
"What does student writing tell us about their thinking on social justice?",2017
"Large scale predictive process mining and analytics of university degree course data",2017
"Spacle: Investigating learning across virtual and physical spaces using spatial replays",2017
"FutureLearn data: What we currently have, what we are Learning and how it is demonstrating learning in MOOCs",2017
"Sequencing content in an adaptive testing system: The role of choice",2017
"Detecting changes in student behavior from clickstream data",2017
"Exploring the asymmetry of metacognition",2017
"Learning analytics in higher education - Challenges and policies: A review of eight learning analytics policies",2017
"Ouroboros: Early identification of at-risk students without models based on legacy data",2017
"Developing institutional learning analytics 'communities of transformation' to support student success",2017
"Understanding the relationship between technology use and cognitive presence in MOOCs",2017
"Utilizing visualization and feature selection methods to identify important learning objectives in a course",2017
"Guidance counselor reports of the ASSISTments college Prediction model (acpm)",2017
"Writing analytics literacy - Bridging from research to practice",2017
"Write-and-learn: Promoting meaningful learning through concept map-based formative feedback on writing assignments",2017
"Enhancing learning through virtual reality and neurofeedback: A first step",2017
"LAK17 Hackathon - Getting the right information to the right people so they can take the right action",2017
"Transitioning self-regulated learning profiles in hypermedia-learning environments",2017
"Words matter: Automatic detection of teacher questions in live classroom discourse using linguistics, acoustics, and context",2017
"MORPH: Supporting the integration of learning analytics at institutional level",2017
"Students' emotional self-labels for personalized models",2017
"Predicting e-textbook adoption based on event segmentation of teachers' usage",2017
"Beyond failure: The 2nd LAK Failathon poster",2017
"How effective is your facilitation? Group-level analytics of MOOC forums",2017
"Workshop: Building the learning analytics curriculum",2017
"Put your thinking cap on: Detecting cognitive load using EEG during learning",2017
"1st International Workshop on Personal Analytics and Privacy, PAP 2017, Held in Conjunction with the European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, ECML PKDD 2017",2017
"Automatic recognition of public transport trips from mobile device sensor data and transport infrastructure information",2017
"Churn prediction using dynamic RFM-augmented Node2vec",2017
"Multi-scale community detection in temporal networks using spectral graph wavelets",2017
"Influence maximization-based event organization on social networks",2017
"Co-clustering for differentially private synthetic data generation",2017
"From self-data to self-preferences: Towards preference elicitation in personal information management systems",2017
"Evaluating the impact of friends in predicting user’s availability in online social networks",2017
"Differential privacy and neural networks: A preliminary analysis",2017
"Guess the movie - Linking facebook pages to IMDb movies",2017
"Assessing privacy risk in retail data",2017
"Research on online digital cultures - community extraction and analysis by Markov and k-means clustering",2017
"Movement behaviour recognition for water activities",2017
"Your privacy, my privacy? On leakage risk assessment in online social networks",2017
"Learning design and feedback processes at scale: Stocktaking emergent theory and practice",2016
"An analysis framework for collaborative problem solving in practice-based learning activities: A mixed-method approach",2016
"Exploring the interplay between human and machine annotated multimodal learning analytics in hands-on STEM Activities",2016
"Teaching analytics: Towards automatic extraction of orchestration graphs using wearable sensors",2016
"A Pedagogical framework for learning analytics in collaborative inquiry tasks: An Example from a teamwork competency awareness program",2016
"Data2U: Scalable real time student feedback in active learning environments",2016
"Reflecting on reflective writing analytics: Assessment challenges and iterative evaluation of a prototype tool",2016
"Applying classification techniques on temporal trace data for shaping student behavior models",2016
"Improving efficacy attribution in a self-directed learning environment using prior knowledge individualization",2016
"Pipeline for expediting learning analytics and student support from data in social learning",2016
"LAK failathon",2016
"Recipe for Success - Lessons learnt from using xAPI within the connected learning analytics toolkit",2016
"A study on eye fixation patterns of students in higher education using an online learning system",2016
"Student perspectives on data provision and use: Starting to unpack disciplinary differences",2016
"The role of achievement goal orientations when studying effect of learning analytics visualizations",2016
"Smart environments and analytics on video-based learning",2016
"Educational Data mining with python and apache spark: A hands-on tutorial",2016
"Introduction to data mining for educational researchers",2016
"The impact of 151 learning designs on student satisfaction and performance: Social learning (analytics) matters",2016
"The learning analytics readiness instrument",2016
"Integrating physical activity data in videogames with user-centered dashboards",2016
"Using Game analytics to evaluate puzzle design and level progression in a serious game",2016
"Introduction of Learning Visualisations and Metacognitive Support in a Persuadable Open Learner Model",2016
"Demonstration of the unizin sentiment visualizer",2016
"The Dutch xAPI experience",2016
"Towards automated content analysis of discussion transcripts: A cognitive presence case",2016
"Learning analytics in practice The effects of adaptive educational technology Snappet on students' arithmetic skills",2016
"Designing MOOCs for Success: A student motivation-Oriented framework",2016
"Reviewing three case-studies of learning analytics interventions at the Open University UK",2016
"Fostering 21st century literacies through a collaborative critical reading and learning analytics environment: Userperceived benefits and problematic",2016
"Understanding learning at a glance: An overview of learning dashboard studies",2016
"What can analytics contribute to accessibility in e-learning systems and to disabled students' learning?",2016
"The connected learning analytics toolkit",2016
"Ethical and privacy issues in the design of learning analytics applications",2016
"Validity: A framework for cross-disciplinary collaboration in mining indicators of learning from MOOC forums",2016
"Wikiglass: A learning analytic tool for visualizing collaborative wikis of secondary school students",2016
"Learning analytics in a flipped University course",2016
"Learning through goal setting",2016
"Untangling MOOC learner networks",2016
"Towards triggering higher-order thinking behaviors in MOOCs",2016
"Generating actionable predictive models of academic performance",2016
"Learning analytics for curriculum and program quality improvement (PCLA 2016)",2016
"Interactive surfaces and learning analytics: Data, orchestration aspects, pedagogical uses and challenges",2016
"Cross-LAK: Learning analytics across physical and digital spaces",2016
"Predicting student performance on post-requisite skills using prerequisite skill data: An alternative method for refining prerequisite skill structures",2016
"Learning analytics for workplace and professional learning",2016
"Design and evaluation of teacher assistance tools for exploratory learning environments",2016
"Affecting Off-Task Behaviour: How Affect-aware feedback can improve student learning",2016
"LAK 2016 program chairs' welcome",2016
"Exploring the relation between Self-regulation, Online activities, and academic performance: A case study",2016
"What and when: The role of course type and timing in students' academic performance",2016
"Student affect during learning with a MOOC",2016
"Critical perspectives on writing analytics",2016
"Longitudinal engagement, performance, and social connectivity: A MOOC case study using exponential random graph models",2016
"Modeling common misconceptions in learning process data",2016
"Analysing engagement in an online management programme and implications for course design",2016
"Investigating social and semantic user roles in MOOC discussion forums",2016
"Measuring financial implications of an early alert System",2016
"English language learner experiences of formal and informal learning environments",2016
"A Gaze-based learning analytics model: In-Video visual feedback to improve learner's attention in MOOCs",2016
"A conceptual framework linking learning design with learning analytics",2016
"Enhancing the efficiency and reliability of group differentiation through partial credit",2016
"Bringing order to chaos in MOOC discussion forums with content-related thread identification",2016
"Analyzing Students' intentionality towards badges within a case study using khan academy",2016
"Towards analytics for educational interactive e-Books: The case of the reflective designer analytics platform (RDAP)",2016
"When to stop? - Towards universal instructional policies",2016
"Automating assessment of collaborative writing quality in multiple stages: The case of wiki",2016
"Using A/B testing in MOOC environments",2016
"Learning analytics community exchange: Evidence hub",2016
"Topic modeling for evaluating students' reflective writing: A case study of pre-Service teachers' journals",2016
"Investigating collaborative learning success with physiological coupling indices based on electrodermal activity",2016
"Elaborating data intensive research methods through researcher-practitioner partnerships",2016
"LAL workshop: Learning analytics for learners",2016
"ACM International Conference Proceeding Series",2016
"Privacy and analytics - it's a DELICATE issue a checklist for trusted learning analytics",2016
"Using machine analysis to make elementary students' mathematical thinking visible",2016
"Investigating boredom and engagement during writing using multiple sources of information: The essay, the writer, and keystrokes",2016
"Data literacy for learning analytics",2016
"Putting temporal analytics into practice: The 5th international workshop on temporality in learning data",2016
"Bayesian modelling of student misconceptions in the one-digit multiplication with probabilistic programming",2016
"Supporting learning by considering emotions: Tracking and visualization. A case study",2016
