"Article","Year","Author"
"Adaptive Support for Representation Skills in a Chemistry ITS Is More Effective Than Static Support",2019,"Judith_Burstyn"
"Confrustion in Learning from Erroneous Examples: Does Type of Prompted Self-explanation Make a Difference?",2019,"J._Elizabeth_Richey"
"Confrustion in Learning from Erroneous Examples: Does Type of Prompted Self-explanation Make a Difference?",2019,"Bruce_M._McLaren"
"Confrustion in Learning from Erroneous Examples: Does Type of Prompted Self-explanation Make a Difference?",2019,"Miguel_Andres_Bray"
"Confrustion in Learning from Erroneous Examples: Does Type of Prompted Self-explanation Make a Difference?",2019,"Michael_Mogessie"
"Confrustion in Learning from Erroneous Examples: Does Type of Prompted Self-explanation Make a Difference?",2019,"Richard_Scruggs"
"Confrustion in Learning from Erroneous Examples: Does Type of Prompted Self-explanation Make a Difference?",2019,"Ryan_Baker"
"Confrustion in Learning from Erroneous Examples: Does Type of Prompted Self-explanation Make a Difference?",2019,"Jon_Star"
"Modeling Collaboration in Online Conversations Using Time Series Analysis and Dialogism",2019,"Robert_Florian_Samoilescu"
"Modeling Collaboration in Online Conversations Using Time Series Analysis and Dialogism",2019,"Mihai_Dascalu"
"Modeling Collaboration in Online Conversations Using Time Series Analysis and Dialogism",2019,"Maria_Dorinela_Sirbu"
"Modeling Collaboration in Online Conversations Using Time Series Analysis and Dialogism",2019,"Ştefan_Trausan_Matu"
"Modeling Collaboration in Online Conversations Using Time Series Analysis and Dialogism",2019,"Scott_A._Crossley"
"Improving Short Answer Grading Using Transformer-Based Pre-training",2019,"Chul_Sung"
"Improving Short Answer Grading Using Transformer-Based Pre-training",2019,"Tejas_I._Dhamecha"
"Improving Short Answer Grading Using Transformer-Based Pre-training",2019,"Nirmal_Mukhi"
"The Impact of Student Model Updates on Contingent Scaffolding in a Natural-Language Tutoring System",2019,"Patricia_Albacete"
"The Impact of Student Model Updates on Contingent Scaffolding in a Natural-Language Tutoring System",2019,"Pamela_Jordan"
"The Impact of Student Model Updates on Contingent Scaffolding in a Natural-Language Tutoring System",2019,"Sandra_Katz"
"The Impact of Student Model Updates on Contingent Scaffolding in a Natural-Language Tutoring System",2019,"Irene_Angelica_Chounta"
"The Impact of Student Model Updates on Contingent Scaffolding in a Natural-Language Tutoring System",2019,"Bruce_M._McLaren"
"Uniform Adaptive Testing Using Maximum Clique Algorithm",2019,"Maomi_Ueno"
"Uniform Adaptive Testing Using Maximum Clique Algorithm",2019,"Yoshimitsu_Miyazawa"
"Rater-Effect IRT Model Integrating Supervised LDA for Accurate Measurement of Essay Writing Ability",2019,"Masaki_Uto"
"Collaboration Detection that Preserves Privacy of Students’ Speech",2019,"Sree_Aurovindh_Viswanathan"
"Collaboration Detection that Preserves Privacy of Students’ Speech",2019,"Kurt_VanLehn"
"How Does Order of Gameplay Impact Learning and Enjoyment in a Digital Learning Game?",2019,"Yeyu_Wang"
"How Does Order of Gameplay Impact Learning and Enjoyment in a Digital Learning Game?",2019,"Huy_Nguyen"
"How Does Order of Gameplay Impact Learning and Enjoyment in a Digital Learning Game?",2019,"Erik_Harpstead"
"How Does Order of Gameplay Impact Learning and Enjoyment in a Digital Learning Game?",2019,"John_Stamper"
"How Does Order of Gameplay Impact Learning and Enjoyment in a Digital Learning Game?",2019,"Bruce_M._McLaren"
"Analyzing Students’ Design Solutions in an NGSS-Aligned Earth Sciences Curriculum",2019,"Ningyu_Zhang"
"Analyzing Students’ Design Solutions in an NGSS-Aligned Earth Sciences Curriculum",2019,"Gautam_Biswas"
"Analyzing Students’ Design Solutions in an NGSS-Aligned Earth Sciences Curriculum",2019,"Jennifer_L._Chiu"
"Analyzing Students’ Design Solutions in an NGSS-Aligned Earth Sciences Curriculum",2019,"Kevin_W._McElhaney"
"Hierarchical Reinforcement Learning for Pedagogical Policy Induction",2019,"Guojing_Zhou"
"Hierarchical Reinforcement Learning for Pedagogical Policy Induction",2019,"Hamoon_Azizsoltani"
"Hierarchical Reinforcement Learning for Pedagogical Policy Induction",2019,"Markel_Sanz_Ausin"
"Hierarchical Reinforcement Learning for Pedagogical Policy Induction",2019,"Tiffany_Barnes"
"Hierarchical Reinforcement Learning for Pedagogical Policy Induction",2019,"Min_Chi"
"Item Ordering Biases in Educational Data",2019,"Jaroslav_Čechák"
"Item Ordering Biases in Educational Data",2019,"Radek_Pelánek"
"A Comparative Study on Question-Worthy Sentence Selection Strategies for Educational Question Generation",2019,"Guanliang_Chen"
"A Comparative Study on Question-Worthy Sentence Selection Strategies for Educational Question Generation",2019,"Jie_Yang"
"A Comparative Study on Question-Worthy Sentence Selection Strategies for Educational Question Generation",2019,"Dragan_Gasevic"
"Effect of Discrete and Continuous Parameter Variation on Difficulty in Automatic Item Generation",2019,"Binglin_Chen"
"Effect of Discrete and Continuous Parameter Variation on Difficulty in Automatic Item Generation",2019,"Craig_Zilles"
"Effect of Discrete and Continuous Parameter Variation on Difficulty in Automatic Item Generation",2019,"Matthew_West"
"Effect of Discrete and Continuous Parameter Variation on Difficulty in Automatic Item Generation",2019,"Timothy_Bretl"
"Automated Summarization Evaluation (ASE) Using Natural Language Processing Tools",2019,"Scott_A._Crossley"
"Automated Summarization Evaluation (ASE) Using Natural Language Processing Tools",2019,"Minkyung_Kim"
"Automated Summarization Evaluation (ASE) Using Natural Language Processing Tools",2019,"Laura_Allen"
"Automated Summarization Evaluation (ASE) Using Natural Language Processing Tools",2019,"Danielle_McNamara"
"The Importance of Automated Real-Time Performance Feedback in Virtual Reality Temporal Bone Surgery Training",2019,"Myles_Davaris"
"The Importance of Automated Real-Time Performance Feedback in Virtual Reality Temporal Bone Surgery Training",2019,"Sudanthi_Wijewickrema"
"The Importance of Automated Real-Time Performance Feedback in Virtual Reality Temporal Bone Surgery Training",2019,"Yun_Zhou"
"The Importance of Automated Real-Time Performance Feedback in Virtual Reality Temporal Bone Surgery Training",2019,"Patorn_Piromchai"
"The Importance of Automated Real-Time Performance Feedback in Virtual Reality Temporal Bone Surgery Training",2019,"James_Bailey"
"The Importance of Automated Real-Time Performance Feedback in Virtual Reality Temporal Bone Surgery Training",2019,"Gregor_Kennedy"
"The Importance of Automated Real-Time Performance Feedback in Virtual Reality Temporal Bone Surgery Training",2019,"Stephen_O’Leary"
"Model-Based Characterization of Text Discourse Content to Evaluate Online Group Collaboration",2019,"Adetunji_Adeniran"
"Model-Based Characterization of Text Discourse Content to Evaluate Online Group Collaboration",2019,"Judith_Masthoff"
"Model-Based Characterization of Text Discourse Content to Evaluate Online Group Collaboration",2019,"Nigel_Beacham"
"Conscientiousness, Honesty-Humility, and Analogical/Creative Reasoning: Implications for Instructional Designs in Intelligent Tutoring Systems",2019,"Jeanine_DeFalco"
"Conscientiousness, Honesty-Humility, and Analogical/Creative Reasoning: Implications for Instructional Designs in Intelligent Tutoring Systems",2019,"Anne_M._Sinatra"
"Conscientiousness, Honesty-Humility, and Analogical/Creative Reasoning: Implications for Instructional Designs in Intelligent Tutoring Systems",2019,"Elizabeth_Rodriguez"
"Conscientiousness, Honesty-Humility, and Analogical/Creative Reasoning: Implications for Instructional Designs in Intelligent Tutoring Systems",2019,"R._Stan_Hum"
"Learners’ Gaze Behaviors and Metacognitive Judgments with an Agent-Based Multimedia Environment",2019,"Daryn_A._Dever"
"Learners’ Gaze Behaviors and Metacognitive Judgments with an Agent-Based Multimedia Environment",2019,"Megan_Wiedbusch"
"Learners’ Gaze Behaviors and Metacognitive Judgments with an Agent-Based Multimedia Environment",2019,"Roger_Azevedo"
"Online Assessment of Belief Biases and Their Impact on the Acceptance of Fallacious Reasoning",2019,"Nicholas_Diana"
"Online Assessment of Belief Biases and Their Impact on the Acceptance of Fallacious Reasoning",2019,"John_Stamper"
"Online Assessment of Belief Biases and Their Impact on the Acceptance of Fallacious Reasoning",2019,"Kenneth_Koedinger"
"Early Dropout Prediction for Programming Courses Supported by Online Judges",2019,"Filipe_D._Pereira"
"Early Dropout Prediction for Programming Courses Supported by Online Judges",2019,"Elaine_Oliveira"
"Early Dropout Prediction for Programming Courses Supported by Online Judges",2019,"Alexandra_Cristea"
"Early Dropout Prediction for Programming Courses Supported by Online Judges",2019,"David_Fernandes"
"Early Dropout Prediction for Programming Courses Supported by Online Judges",2019,"Luciano_Silva"
"Early Dropout Prediction for Programming Courses Supported by Online Judges",2019,"Gene_Aguiar"
"Early Dropout Prediction for Programming Courses Supported by Online Judges",2019,"Ahmed_Alamri"
"Early Dropout Prediction for Programming Courses Supported by Online Judges",2019,"Mohammad_Alshehri"
"Developing a Deep Learning-Based Affect Recognition System for Young Children",2019,"Amir_Hossein_Farzaneh"
"Developing a Deep Learning-Based Affect Recognition System for Young Children",2019,"Yanghee_Kim"
"Developing a Deep Learning-Based Affect Recognition System for Young Children",2019,"Mengxi_Zhou"
"Developing a Deep Learning-Based Affect Recognition System for Young Children",2019,"Xiaojun_Qi"
"Using Exploratory Data Analysis to Support Implementation and Improvement of Education Technology Product",2019,"Mingyu_Feng"
"Using Exploratory Data Analysis to Support Implementation and Improvement of Education Technology Product",2019,"Daniel_Brenner"
"Using Exploratory Data Analysis to Support Implementation and Improvement of Education Technology Product",2019,"Andrew_Coulson"
"Bayesian Diagnosis Tracing: Application of Procedural Misconceptions in Knowledge Tracing",2019,"Junchen_Feng"
"Bayesian Diagnosis Tracing: Application of Procedural Misconceptions in Knowledge Tracing",2019,"Bo_Zhang"
"Bayesian Diagnosis Tracing: Application of Procedural Misconceptions in Knowledge Tracing",2019,"Yuchen_Li"
"Bayesian Diagnosis Tracing: Application of Procedural Misconceptions in Knowledge Tracing",2019,"Qiushi_Xu"
"Analysis of Gamification Elements. A Case Study in a Computer Science Course",2019,"Miguel_García_Iruela"
"Analysis of Gamification Elements. A Case Study in a Computer Science Course",2019,"Manuel_J._Fonseca"
"Analysis of Gamification Elements. A Case Study in a Computer Science Course",2019,"Raquel_Hijón_Neira"
"Analysis of Gamification Elements. A Case Study in a Computer Science Course",2019,"Teresa_Chambel"
"Towards Adaptive Worked-Out Examples in an Intelligent Tutoring System",2019,"Nick_Green"
"Towards Adaptive Worked-Out Examples in an Intelligent Tutoring System",2019,"Barbara_Di_Eugenio"
"Towards Adaptive Worked-Out Examples in an Intelligent Tutoring System",2019,"Davide_Fossati"
"Orchestrating Class Discussion with Collaborative Kit-Build Concept Mapping",2019,"Yusuke_Hayashi"
"Orchestrating Class Discussion with Collaborative Kit-Build Concept Mapping",2019,"Toshihiro_Nomura"
"Orchestrating Class Discussion with Collaborative Kit-Build Concept Mapping",2019,"Tsukasa_Hirashima"
"Identifying Editor Roles in Argumentative Writing from Student Revision Histories",2019,"Tazin_Afrin"
"Identifying Editor Roles in Argumentative Writing from Student Revision Histories",2019,"Diane_Litman"
"Automating the Categorization of Learning Activities, to Help Improve Learning Design",2019,"Wayne_Holmes"
"Automating the Categorization of Learning Activities, to Help Improve Learning Design",2019,"Juliette_Culver"
"Identifying the Structure of Students’ Explanatory Essays",2019,"Simon_Hughes"
"Identifying the Structure of Students’ Explanatory Essays",2019,"Peter_Hastings"
"Identifying the Structure of Students’ Explanatory Essays",2019,"Mary_Anne_Britt"
"A Systematic Approach for Analyzing Students’ Computational Modeling Processes in C2STEM",2019,"Nicole_Hutchins"
"A Systematic Approach for Analyzing Students’ Computational Modeling Processes in C2STEM",2019,"Gautam_Biswas"
"A Systematic Approach for Analyzing Students’ Computational Modeling Processes in C2STEM",2019,"Shuchi_Grover"
"A Systematic Approach for Analyzing Students’ Computational Modeling Processes in C2STEM",2019,"Satabdi_Basu"
"A Systematic Approach for Analyzing Students’ Computational Modeling Processes in C2STEM",2019,"Caitlin_Snyder"
"Intelligent Tutoring System for Negotiation Skills Training",2019,"Emmanuel_Johnson"
"Intelligent Tutoring System for Negotiation Skills Training",2019,"Gale_Lucas"
"Intelligent Tutoring System for Negotiation Skills Training",2019,"Peter_Kim"
"Intelligent Tutoring System for Negotiation Skills Training",2019,"Jonathan_Gratch"
"Robot Lecture for Enhancing Non-verbal Behavior in Lecture",2019,"Akihiro_Kashihara"
"Robot Lecture for Enhancing Non-verbal Behavior in Lecture",2019,"Tatsuya_Ishino"
"Robot Lecture for Enhancing Non-verbal Behavior in Lecture",2019,"Mitsuhiro_Goto"
"Design Prompts for Virtual Reality in Education",2019,"Lawrence_Kizilkaya"
"Design Prompts for Virtual Reality in Education",2019,"David_Vince"
"Design Prompts for Virtual Reality in Education",2019,"Wayne_Holmes"
"Assessing and Improving Learning Outcomes for Power Management Experiments Using Cognitive Graph",2019,"Yi_Kuang"
"Assessing and Improving Learning Outcomes for Power Management Experiments Using Cognitive Graph",2019,"Bin_Duan"
"Assessing and Improving Learning Outcomes for Power Management Experiments Using Cognitive Graph",2019,"Shuyang_Zhong"
"Assessing and Improving Learning Outcomes for Power Management Experiments Using Cognitive Graph",2019,"Mengping_Lv"
"Does Choosing the Concept on Which to Solve Each Practice Problem in an Adaptive Tutor Affect Learning?",2019,"Amruth_N._Kumar"
"Measuring Content Complexity of Technical Texts: Machine Learning Experiments",2019,"M._Zakaria_Kurdi"
"Should Students Use Digital Scratchpads? Impact of Using a Digital Assistive Tool on Arithmetic Problem-Solving",2019,"Minji_Kwak"
"Should Students Use Digital Scratchpads? Impact of Using a Digital Assistive Tool on Arithmetic Problem-Solving",2019,"Gahgene_Gweon"
"Degree Curriculum Contraction: A Vector Space Approach",2019,"Mohamed_Alkaoud"
"Degree Curriculum Contraction: A Vector Space Approach",2019,"Zachary_Pardos"
"What Does Time Tell? Tracing the Forgetting Curve Using Deep Knowledge Tracing",2019,"Amar_Lalwani"
"What Does Time Tell? Tracing the Forgetting Curve Using Deep Knowledge Tracing",2019,"Sweety_Agrawal"
"Evaluating the Transfer of Scaffolded Inquiry: What Sticks and Does It Last?",2019,"Haiying_Li"
"Evaluating the Transfer of Scaffolded Inquiry: What Sticks and Does It Last?",2019,"Janice_Gobert"
"Evaluating the Transfer of Scaffolded Inquiry: What Sticks and Does It Last?",2019,"Rachel_Dickler"
"Automatic Short Answer Grading via Multiway Attention Networks",2019,"Tiaoqiao_Liu"
"Automatic Short Answer Grading via Multiway Attention Networks",2019,"Wenbiao_Ding"
"Automatic Short Answer Grading via Multiway Attention Networks",2019,"Zhiwei_Wang"
"Automatic Short Answer Grading via Multiway Attention Networks",2019,"Jiliang_Tang"
"Automatic Short Answer Grading via Multiway Attention Networks",2019,"Gale_Yan_Huang"
"Automatic Short Answer Grading via Multiway Attention Networks",2019,"Zitao_Liu"
"Automatic Classification of Error Types in Solutions to Programming Assignments at Online Learning Platform",2019,"Artyom_Lobanov"
"Automatic Classification of Error Types in Solutions to Programming Assignments at Online Learning Platform",2019,"Timofey_Bryksin"
"Automatic Classification of Error Types in Solutions to Programming Assignments at Online Learning Platform",2019,"Alexey_Shpilman"
"Using Recurrent Neural Networks to Build a Stopping Algorithm for an Adaptive Assessment",2019,"Jeffrey_Matayoshi"
"Using Recurrent Neural Networks to Build a Stopping Algorithm for an Adaptive Assessment",2019,"Eric_Cosyn"
"Using Recurrent Neural Networks to Build a Stopping Algorithm for an Adaptive Assessment",2019,"Hasan_Uzun"
"Participatory Design to Lower the Threshold for Intelligent Support Authoring",2019,"Manolis_Mavrikis"
"Participatory Design to Lower the Threshold for Intelligent Support Authoring",2019,"Sokratis_Karkalas"
"Participatory Design to Lower the Threshold for Intelligent Support Authoring",2019,"Mutlu_Cukurova"
"Participatory Design to Lower the Threshold for Intelligent Support Authoring",2019,"Emmanouela_Papapesiou"
"Finding Relevant e-Learning Materials",2019,"Blessing_Mbipom"
"Predicting Dialogue Breakdown in Conversational Pedagogical Agents with Multimodal LSTMs",2019,"Wookhee_Min"
"Predicting Dialogue Breakdown in Conversational Pedagogical Agents with Multimodal LSTMs",2019,"Kyungjin_Park"
"Predicting Dialogue Breakdown in Conversational Pedagogical Agents with Multimodal LSTMs",2019,"Joseph_Wiggins"
"Predicting Dialogue Breakdown in Conversational Pedagogical Agents with Multimodal LSTMs",2019,"Bradford_Mott"
"Predicting Dialogue Breakdown in Conversational Pedagogical Agents with Multimodal LSTMs",2019,"Eric_Wiebe"
"Predicting Dialogue Breakdown in Conversational Pedagogical Agents with Multimodal LSTMs",2019,"Kristy_Elizabeth_Boyer"
"Predicting Dialogue Breakdown in Conversational Pedagogical Agents with Multimodal LSTMs",2019,"James_Lester"
"Pique: Recommending a Personalized Sequence of Research Papers to Engage Student Curiosity",2019,"Maryam_Mohseni"
"Pique: Recommending a Personalized Sequence of Research Papers to Engage Student Curiosity",2019,"Mary_Lou_Maher"
"Pique: Recommending a Personalized Sequence of Research Papers to Engage Student Curiosity",2019,"Kazjon_Grace"
